X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
1542.63, -113.809, 97.4407, -0.0843398, 0.564757, -0.344943, image00001.jpg, 134.875776, 294603, 259.750000, -1.562500, -0.687500
1542.62, -113.798, 97.4514, -0.074224, 0.566935, -0.332815, image00002.jpg, 236.616768, 294614, 259.750000, -1.500000, -0.625000
1542.58, -113.79, 97.443, -0.0798712, 0.567811, -0.32394, image00003.jpg, 368.116224, 294624, 259.750000, -1.500000, -0.562500
1542.54, -113.786, 97.4816, -0.0789911, 0.568519, -0.325127, image00004.jpg, 496.806912, 294634, 259.750000, -1.437500, -0.500000
1542.39, -114.089, 97.2712, 0.00377124, 0.455586, 0.178297, image00005.jpg, 626.620672, 294649, 259.750000, -1.437500, -0.437500
1542.51, -113.476, 97.4928, -0.0187784, 0.606241, -0.307748, image00006.jpg, 756.998336, 294668, 259.687500, -1.437500, -0.375000
1542.42, -97.4659, 97.5112, -0.134873, 0.495866, -0.468129, image00007.jpg, 887.046368, 294681, 259.812500, -1.500000, -0.375000
1542.62, -69.3069, 97.3214, 0.0541408, 0.482543, -0.340965, image00008.jpg, 1016.370976, 294694, 259.625000, -1.562500, -0.375000
1541.28, -33.8734, 102.884, 0.618273, 0.169297, -0.0863118, image00009.jpg, 1144.750592, 294707, 259.500000, -1.562500, -0.562500
1541.2, 1.49218, 102.601, 0.287389, 0.192524, -0.382152, image00010.jpg, 1276.222464, 294720, 259.500000, -1.500000, -0.312500
1541.64, 37.5565, 103.04, 0.541621, 0.113854, -1.54245, image00011.jpg, 1404.973856, 294733, 259.312500, -1.437500, -0.375000
1541.75, 74.4365, 102.022, 0.650113, 0.660112, -4.61932, image00012.jpg, 1534.706208, 294746, 259.250000, -1.437500, -0.312500
1540.71, 110.969, 102.046, 0.702647, 0.0802067, 0.274772, image00013.jpg, 1664.073856, 294759, 259.000000, -1.562500, -0.437500
1540.53, 148.224, 102.209, 1.03931, -0.160041, 0.925547, image00014.jpg, 1793.203904, 294772, 258.875000, -1.437500, -0.437500
1539.67, 185.417, 101.382, 0.985051, 0.254426, -0.142998, image00015.jpg, 1922.467040, 294785, 258.812500, -1.500000, -0.312500
1538.94, 223.45, 101.348, 0.947358, 0.349366, -0.153404, image00016.jpg, 2056.136672, 294798, 258.750000, -1.375000, -0.375000
1538.28, 261.887, 100.784, 1.3316, -0.196229, -0.398642, image00017.jpg, 2188.634304, 294811, 258.687500, -1.437500, -0.375000
1538.1, 300.602, 100.232, 1.0877, -0.436342, -0.938157, image00018.jpg, 2319.963616, 294824, 258.500000, -1.500000, -0.375000
1536.97, 342.469, 100.526, 1.47775, -0.178191, -0.529145, image00019.jpg, 2456.821760, 294838, 258.375000, -1.437500, -0.437500
1535.85, 381.107, 100.272, 1.69937, 0.0373793, -0.312003, image00020.jpg, 2588.222592, 294851, 258.312500, -1.312500, -0.375000
1535.22, 422.416, 100.521, 1.85935, 0.245277, -0.021257, image00021.jpg, 2724.374624, 294865, 258.187500, -1.187500, -0.375000
1533.82, 461.476, 100.59, 2.41846, 0.18716, -0.221632, image00022.jpg, 2855.829472, 294878, 257.875000, -1.437500, -0.500000
1532.07, 499.956, 100.962, 4.55966, 0.545681, -0.15914, image00023.jpg, 2987.906464, 294891, 255.625000, -1.437500, -0.562500
1529.27, 541.04, 101.468, 4.81133, 0.43656, -0.748469, image00024.jpg, 3124.888992, 294905, 255.125000, -1.437500, -0.625000
1527.63, 558.604, 101.305, 5.11128, 0.550689, -0.040938, image00025.jpg, 3255.752192, 294911, 254.937500, -1.375000, -0.625000
1521.48, 617.074, 101.162, 8.30093, 0.555296, -0.530935, image00026.jpg, 3388.490080, 294931, 251.812500, -1.562500, -0.750000
1515.57, 657.448, 100.701, 8.90783, -0.0125248, -0.1232, image00027.jpg, 3524.568800, 294945, 251.312500, -1.625000, -0.750000
1515.18, 660.422, 100.617, 8.92232, -0.0311065, -0.0511528, image00028.jpg, 3656.478848, 294946, 251.062500, -1.750000, -0.812500
1515.18, 660.422, 100.617, 8.92232, -0.0311065, -0.0511528, image00029.jpg, 3788.527360, 294946, 250.812500, -1.625000, -0.812500
