X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
84.2345, 999.353, 121.288, -144.373, -0.544656, 1.60303, image00001.jpg, 132.712032, 885263, 85.750000, -3.937500, -3.187500
84.2168, 999.361, 121.268, -144.374, -0.537842, 1.59222, image00002.jpg, 235.000032, 885274, 85.750000, -3.875000, -3.375000
83.4618, 999.376, 120.964, -144.304, -0.842166, 1.89397, image00003.jpg, 366.939648, 885284, 85.750000, -3.750000, -3.562500
83.7956, 999.343, 121.022, -144.423, -0.52303, 1.66082, image00004.jpg, 496.594976, 885294, 85.687500, -3.625000, -3.687500
92.8618, 984.076, 119.736, -144.686, -0.204703, 1.24312, image00005.jpg, 627.990464, 885315, 86.125000, -3.625000, -3.562500
105.981, 969.025, 123.63, -144.496, -3.56005, 2.00542, image00006.jpg, 728.031520, 885325, 86.125000, -1.875000, -3.500000
120.922, 950.116, 124.844, -144.394, -4.27553, 1.51575, image00007.jpg, 858.851808, 885335, 86.125000, -0.250000, -3.500000
136.822, 931.66, 126.689, -144.499, -4.20321, -1.36067, image00008.jpg, 989.351488, 885345, 86.187500, 2.000000, -3.562500
169.091, 891.07, 131.091, -144.94, -7.56957, -3.42764, image00009.jpg, 1120.967040, 885365, 86.250000, 4.687500, -3.187500
192.248, 862.524, 133.5, -144.849, -9.67356, -2.86995, image00010.jpg, 1252.454624, 885378, 86.250000, 6.250000, -2.500000
225.141, 824.865, 134.87, -144.224, -6.86935, 1.25591, image00011.jpg, 1384.363136, 885391, 85.812500, 1.625000, -1.312500
250.835, 794.305, 133.918, -144.042, -4.20874, 4.37478, image00012.jpg, 1484.769888, 885401, 85.562500, -2.062500, -0.750000
287.336, 749.539, 134.218, -144.321, -0.724966, 7.54529, image00013.jpg, 1616.808832, 885415, 85.687500, -7.250000, -0.125000
314.467, 712.879, 133.388, -144.614, 0.819515, 9.56934, image00014.jpg, 1747.298080, 885427, 85.875000, -9.625000, -0.250000
336.904, 676.336, 127.497, -144.911, 4.03004, 7.95544, image00015.jpg, 1847.329120, 885438, 85.750000, -10.937500, -2.500000
357.175, 646.68, 124.435, -144.503, 3.44413, 6.64229, image00016.jpg, 1948.108896, 885448, 85.562500, -10.187500, -3.812500
377.6, 621.088, 120.401, -144.098, 1.18105, 5.1064, image00017.jpg, 2048.323744, 885458, 85.312500, -7.375000, -3.687500
400.114, 592.573, 118.126, -143.799, 0.336311, 4.46404, image00018.jpg, 2149.487808, 885468, 85.187500, -6.250000, -3.625000
428.438, 557.481, 114.543, -143.875, -1.52993, 3.10664, image00019.jpg, 2282.539392, 885481, 85.062500, -3.625000, -3.500000
457.886, 519.732, 113.953, -143.333, -1.54431, 3.01822, image00020.jpg, 2412.842432, 885494, 84.812500, -3.812500, -3.625000
487.265, 482.187, 113.639, -143.613, -1.4883, 2.78258, image00021.jpg, 2543.917408, 885507, 84.875000, -3.750000, -3.625000
