X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
1576.6, 13.5011, 97.5897, 119.157, -1.03611, 2.56286, image00001.jpg, 132.449632, 250335, 146.562500, -0.875000, -1.000000
1576.58, 13.511, 97.5987, 119.149, -1.01149, 2.56413, image00002.jpg, 263.344544, 250359, 146.562500, -0.937500, -1.000000
1576.54, 13.5334, 97.5782, 119.155, -1.03972, 2.56898, image00003.jpg, 393.774912, 250372, 146.562500, -0.937500, -1.000000
1576.43, 13.382, 97.6775, 119.194, -1.04832, 2.58676, image00004.jpg, 521.506656, 250384, 146.500000, -0.875000, -1.000000
1557.92, 3.78331, 98.908, 119.548, -4.58456, 0.281514, image00005.jpg, 657.798496, 250398, 146.750000, -0.875000, -0.937500
1528.09, -12.9969, 99.9312, 119.487, -3.76815, 0.761585, image00006.jpg, 789.420064, 250411, 146.687500, -0.875000, -0.812500
1490.82, -33.6751, 98.975, 119.241, -1.43834, 2.50494, image00007.jpg, 926.085888, 250425, 146.625000, -0.937500, -0.937500
1453.98, -53.5706, 99.1443, 119.628, -1.97098, 2.46101, image00008.jpg, 1057.722752, 250438, 146.437500, -0.937500, -1.125000
1417.28, -74.5514, 100.372, 119.849, -1.59727, 2.4825, image00009.jpg, 1189.865216, 250451, 146.250000, -0.937500, -1.000000
1379.71, -95.8188, 100.503, 120.043, -1.91792, 2.40564, image00010.jpg, 1324.982080, 250464, 146.062500, -0.812500, -0.875000
1338.56, -117.538, 105.066, 120.148, 0.48594, 1.23135, image00011.jpg, 1457.288928, 250478, 145.812500, -0.875000, -0.812500
1299.2, -140.545, 106.123, 120.334, 1.40034, 1.7051, image00012.jpg, 1593.206912, 250492, 145.437500, -0.937500, -1.000000
1263.1, -162.305, 107.217, 120.992, 0.431052, 1.31852, image00013.jpg, 1725.051648, 250505, 145.250000, -0.875000, -0.875000
1225.91, -184.504, 107.681, 121.205, 0.506423, 1.401, image00014.jpg, 1858.226496, 250518, 144.937500, -0.875000, -0.812500
1189.47, -206.399, 108.334, 121.343, 0.74993, 1.56404, image00015.jpg, 1989.892768, 250531, 144.750000, -0.937500, -0.625000
1149.51, -230.136, 109.076, 121.751, 0.711265, 1.50981, image00016.jpg, 2126.271744, 250545, 144.437500, -1.125000, -0.750000
1113.27, -252.228, 110.149, 121.931, 0.714808, 1.46644, image00017.jpg, 2257.477504, 250558, 144.250000, -1.000000, -0.687500
1074.37, -276.147, 110.882, 122.22, 0.660654, 1.58513, image00018.jpg, 2393.498048, 250572, 144.000000, -0.875000, -0.625000
1038.51, -298.509, 111.476, 122.382, 0.555819, 1.7606, image00019.jpg, 2526.428896, 250585, 143.812500, -0.687500, -0.562500
999.605, -322.257, 112.361, 122.551, 0.486128, 1.59488, image00020.jpg, 2661.696992, 250599, 143.687500, -0.687500, -0.562500
967.189, -342.602, 113.131, 122.732, 0.474892, 1.77767, image00021.jpg, 2793.220928, 250611, 143.437500, -0.687500, -0.625000
928.499, -366.951, 114.072, 122.751, 0.515645, 1.77165, image00022.jpg, 2926.028320, 250625, 143.375000, -0.750000, -0.625000
890.115, -391.159, 114.915, 122.997, 0.435497, 1.76715, image00023.jpg, 3062.355328, 250639, 143.250000, -0.812500, -0.625000
859.875, -410.201, 115.783, 123.032, 0.666474, 1.59109, image00024.jpg, 3193.155840, 250650, 143.125000, -0.937500, -0.562500
824.206, -432.664, 116.458, 123.347, 0.281606, 1.518, image00025.jpg, 3325.608672, 250663, 142.875000, -0.937500, -0.687500
799.655, -448.518, 117.176, 123.581, 0.513361, 1.57007, image00026.jpg, 3461.252992, 250672, 142.625000, -0.937500, -0.687500
769.559, -468.226, 117.562, 123.677, 0.502747, 1.62974, image00027.jpg, 3594.297888, 250683, 142.437500, -1.000000, -0.625000
711.842, -506.459, 118.478, 123.912, 0.830533, 1.87787, image00028.jpg, 3725.303040, 250704, 142.250000, -0.937500, -0.562500
684.179, -524.902, 119.211, 124.402, 0.696333, 1.63235, image00029.jpg, 3861.461152, 250714, 141.875000, -1.000000, -0.562500
657.447, -542.761, 120.073, 124.498, 0.64894, 1.65507, image00030.jpg, 3993.718272, 250724, 141.687500, -1.062500, -0.500000
600.062, -581.844, 120.755, 124.915, 0.411649, 1.69234, image00031.jpg, 4131.147200, 250745, 141.375000, -1.062500, -0.500000
562.098, -607.99, 121.595, 124.686, 0.770083, 1.80728, image00032.jpg, 4262.111424, 250759, 141.312500, -1.000000, -0.312500
527.069, -631.505, 122.642, 123.669, 0.982355, 1.74241, image00033.jpg, 4393.350208, 250772, 142.687500, -1.062500, -0.312500
491.418, -651.443, 123.677, 116.395, 0.958717, 1.3869, image00034.jpg, 4529.814592, 250785, 149.062500, -0.812500, -0.312500
452.014, -665.169, 124.079, 102.25, 0.924759, 1.17738, image00035.jpg, 4661.582080, 250799, 162.500000, 0.000000, -0.187500
413.862, -673.611, 124.937, 98.2018, 0.993403, 1.00359, image00036.jpg, 4794.494528, 250812, 167.750000, 0.125000, -0.187500
377.361, -678.718, 125.385, 97.7963, 1.00159, 1.04378, image00037.jpg, 4928.902624, 250825, 168.437500, 0.187500, -0.250000
338.881, -683.776, 126.089, 97.9205, 1.05579, 1.05131, image00038.jpg, 5061.801856, 250839, 168.312500, 0.187500, -0.187500
303.029, -688.515, 126.415, 97.961, 1.28514, 0.948114, image00039.jpg, 5193.769824, 250852, 168.250000, 0.312500, -0.125000
275.544, -692.018, 127.048, 98.0892, 1.23034, 0.841637, image00040.jpg, 5294.069152, 250862, 168.125000, 0.187500, -0.187500
240.816, -694.039, 127.686, 92.8272, 1.15567, 0.759732, image00041.jpg, 5425.808416, 250875, 172.125000, 0.437500, -0.312500
209.123, -692.178, 128.576, 84.0294, 1.0005, 0.929041, image00042.jpg, 5557.973280, 250888, 180.875000, 0.937500, -0.375000
175.277, -688.576, 128.995, 81.1681, 1.02987, 0.80479, image00043.jpg, 5687.004064, 250901, 184.562500, 1.187500, -0.375000
150.017, -682.691, 131.757, 81.6689, 0.908019, 2.09298, image00044.jpg, 5817.605856, 250914, 184.312500, 2.000000, -0.875000
132.998, -679.212, 134.457, 82.4965, 1.28513, 4.08962, image00045.jpg, 5948.871872, 250927, 183.250000, 4.125000, -0.625000
114.816, -676.325, 136.417, 82.6948, 1.52224, 5.2472, image00046.jpg, 6077.887904, 250940, 182.875000, 5.312500, -0.562500
88.4982, -671.907, 136.144, 82.423, 1.02887, 4.39298, image00047.jpg, 6207.852544, 250953, 183.250000, 4.687500, -0.750000
58.2879, -668.113, 134.961, 82.1864, 1.24419, 3.48895, image00048.jpg, 6337.119584, 250966, 183.500000, 3.875000, -0.562500
20.8446, -662.776, 132.117, 82.2826, 0.827056, 0.934102, image00049.jpg, 6467.823680, 250979, 183.437500, 1.375000, -0.312500
-11.9543, -657.627, 133.384, 82.9978, 0.285039, 0.65808, image00050.jpg, 6597.705824, 250992, 183.437500, 0.812500, -0.750000
-35.6574, -654.212, 136.445, 85.5494, -1.00217, 0.191054, image00051.jpg, 6729.722208, 251005, 181.125000, 0.312500, -2.250000
-58.4492, -659.052, 138.104, 88.7325, -0.158773, -1.8529, image00052.jpg, 6866.501664, 251019, 178.062500, -2.125000, -1.062500
-77.13, -662.98, 139.056, 91.0133, 0.261453, -2.65161, image00053.jpg, 6997.704992, 251032, 176.000000, -2.812500, -0.937500
-96.1548, -664.192, 139.332, 92.5788, -0.19042, -1.78742, image00054.jpg, 7129.859424, 251045, 174.187500, -2.187500, -1.437500
-121.901, -667, 138.932, 93.0128, 0.346878, -1.64187, image00055.jpg, 7261.665088, 251058, 173.750000, -2.062500, -0.937500
-149.66, -667.553, 136.167, 92.6941, 0.252664, 0.967831, image00056.jpg, 7397.607808, 251072, 173.750000, 0.625000, -1.062500
-182.345, -670.325, 135.567, 92.4379, 1.03758, 0.942481, image00057.jpg, 7529.073920, 251085, 174.000000, 0.687500, -0.187500
-217.019, -671.378, 136.624, 92.7102, 1.0008, 0.923543, image00058.jpg, 7665.697184, 251099, 173.812500, 0.687500, -0.312500
