Timestamp [ms],Filename,Frame,X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees]
8281.86,snapshot_61.png,396913,-675.658,-467.866,137.774,113.335,0.390427,1.67439
8407.07,snapshot_62.png,396923,-704.957,-479.588,138.415,113.541,0.364646,1.68727
8544.99,snapshot_63.png,396934,-737.172,-493.127,139.07,113.739,0.430447,1.56389
8679.4,snapshot_64.png,396954,-794.733,-516.669,140.442,113.722,0.620973,1.67219
8812.57,snapshot_65.png,396964,-823.492,-528.398,140.743,113.613,0.495099,1.5271
8948.59,snapshot_66.png,396975,-855.042,-541.605,141.375,113.752,0.428735,1.57937
9079.58,snapshot_67.png,396985,-884.343,-554.033,142.073,113.796,0.354104,1.49115
9207.07,snapshot_68.png,397005,-942.969,-578.659,142.343,114.017,0.3838,1.08575
9337.59,snapshot_69.png,397016,-974.096,-592.266,142.964,114.077,0.340021,1.37815
9483.97,snapshot_70.png,397026,-1003.35,-604.553,143.513,114.119,0.309139,1.14737
9611.49,snapshot_71.png,397046,-1061.39,-630.11,144.763,114.481,0.143221,1.25431
9748.97,snapshot_72.png,397057,-1093.79,-644.683,144.336,115.023,0.653882,0.375306
9881.529999999999,snapshot_73.png,397067,-1122.86,-658.18,147.651,115.508,-0.589997,2.29056
10007.8,snapshot_74.png,397087,-1180.43,-684.329,149.59,115.782,-1.02788,2.41225
10153.5,snapshot_75.png,397097,-1209.59,-697.306,150.373,115.845,-1.2545,2.63027
10273.0,snapshot_76.png,397108,-1242.1,-712.597,150.634,116.151,-1.32039,2.24012
10412.1,snapshot_77.png,397118,-1271.21,-726.061,150.801,116.314,-1.23093,2.23503
10551.1,snapshot_78.png,397138,-1328.78,-753.136,151.789,116.75,-1.31022,2.36347
10686.1,snapshot_79.png,397149,-1360.57,-768.216,152.532,116.838,-1.29161,2.46762
10811.7,snapshot_80.png,397159,-1389.67,-782.159,153.076,117.31,-1.33623,2.34163
10947.1,snapshot_81.png,397179,-1446.78,-810.199,154.027,117.798,-1.41333,2.73324
11076.800000000001,snapshot_82.png,397190,-1478.38,-826.07,154.454,118.15,-1.29075,2.67752
11207.7,snapshot_83.png,397200,-1506.77,-840.02,155.18,118.113,-0.618233,2.75152
11348.5,snapshot_84.png,397220,-1563.85,-869.694,156.389,118.898,-1.16492,2.50306
11478.5,snapshot_85.png,397235,-1606.33,-892.092,157.143,119.002,-0.630006,2.44758
11617.6,snapshot_86.png,397249,-1645.82,-913.085,157.81,119.268,-0.666376,2.49698
11749.7,snapshot_87.png,397262,-1680.53,-929.544,158.602,113.401,-0.743622,2.61081
11877.9,snapshot_88.png,397275,-1716.71,-942.131,158.254,106.515,-0.696189,2.47928
12017.4,snapshot_89.png,397289,-1758.66,-954.042,158.802,106.458,-0.475079,2.18005
12146.699999999999,snapshot_90.png,397302,-1798.56,-964.01,159.827,106.185,0.0221013,2.55283
12279.7,snapshot_91.png,397315,-1835.91,-973.716,159.998,101.502,-0.488225,2.0637
12409.9,snapshot_92.png,397323,-1858.59,-975.583,160.584,92.7698,-0.0527786,2.45741
12550.1,snapshot_93.png,397333,-1891.29,-976.914,160.93,90.4288,0.0308237,2.59296
12684.6,snapshot_94.png,397354,-1960.83,-976.851,162.372,90.4355,-0.114472,2.69617
12815.6,snapshot_95.png,397364,-1994.97,-976.697,163.259,90.5337,-0.119502,2.66688
12941.9,snapshot_96.png,397374,-2029.02,-976.539,163.544,90.4615,-0.0587962,2.62707
13082.800000000001,snapshot_97.png,397394,-2091.76,-971.054,164.361,78.9804,0.394148,2.55689
13207.0,snapshot_98.png,397405,-2128.04,-964.289,165.156,78.2895,0.644195,2.37997
13347.4,snapshot_99.png,397415,-2161.29,-957.214,165.711,78.5044,0.509288,2.52639
13485.4,snapshot_100.png,397425,-2194.22,-950.135,166.961,76.4504,0.411565,2.69656
13621.7,snapshot_101.png,397446,-2250.62,-925.82,168.211,57.2952,1.2341,2.22369
13754.2,snapshot_102.png,397456,-2278.21,-908.189,168.679,56.5697,1.2248,1.8049
13884.6,snapshot_103.png,397466,-2307.0,-889.245,168.849,56.2581,1.41158,1.69974
14020.099999999999,snapshot_104.png,397487,-2355.02,-853.303,171.118,42.2133,1.61778,2.35644
14153.1,snapshot_105.png,397497,-2373.69,-830.924,171.648,36.3045,2.50215,1.15927
14286.099999999999,snapshot_106.png,397507,-2393.32,-804.585,172.303,35.7087,2.58909,1.32164
14414.400000000001,snapshot_107.png,397529,-2435.76,-744.445,173.375,30.2949,1.95888,0.828234
14553.2,snapshot_108.png,397543,-2453.96,-706.031,171.726,13.8166,0.876905,-0.770628
14686.0,snapshot_109.png,397556,-2464.74,-657.333,171.308,11.5034,0.0222119,-0.825564
14814.199999999999,snapshot_110.png,397569,-2472.91,-606.015,170.726,7.98314,0.0508894,-0.0398634
14951.800000000001,snapshot_111.png,397583,-2479.86,-550.241,170.618,6.74148,0.291715,0.902073
15078.099999999999,snapshot_112.png,397595,-2484.06,-505.822,169.403,-0.413415,0.472861,0.179111
15215.5,snapshot_113.png,397609,-2491.2,-453.81,165.16,-2.44558,0.403101,-0.164042
15353.7,snapshot_114.png,397623,-2487.13,-395.72,164.815,-1.86559,-0.186094,0.113098
15481.8,snapshot_115.png,397630,-2473.9,-361.941,169.209,-1.87505,0.160895,-0.664168
15621.0,snapshot_116.png,397640,-2469.34,-319.482,170.371,-1.45514,-0.000197413,-0.268953
15754.6,snapshot_117.png,397661,-2466.74,-232.17,169.497,-0.738381,-0.333455,-0.391773
15883.800000000001,snapshot_118.png,397671,-2465.15,-190.15,169.257,-0.398284,-0.363618,-0.332949
16013.100000000002,snapshot_119.png,397681,-2464.98,-159.673,168.053,-0.137071,-0.0375354,-0.492615
16150.800000000001,snapshot_120.png,397691,-2464.94,-155.266,168.215,-0.138339,-0.0360455,-0.390305
16290.400000000001,snapshot_121.png,397712,-2464.9,-155.727,168.196,-0.0931608,-0.0326299,-0.361735
16421.8,snapshot_122.png,397729,-2464.19,-155.503,168.355,-0.101906,-0.0184949,-0.419171
16556.100000000002,snapshot_123.png,397743,-2464.28,-155.551,168.239,-0.0857765,0.0136778,-0.586142
