X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
-486.238, -706.54, 131.737, 139.587, 1.11226, 2.47255, image00001.jpg, 129.802176, 833817, 293.000000, -1.687500, -4.562500
-486.24, -706.59, 131.73, 139.576, 1.12372, 2.48553, image00002.jpg, 233.773024, 833827, 293.062500, -1.750000, -4.562500
-486.237, -706.549, 131.734, 139.584, 1.12175, 2.48675, image00003.jpg, 364.634080, 833837, 293.062500, -1.875000, -4.625000
-486.234, -706.575, 131.727, 139.577, 1.12139, 2.48983, image00004.jpg, 495.071520, 833847, 293.062500, -1.937500, -4.625000
-492.65, -714.128, 131.817, 139.445, 1.06991, 2.42854, image00005.jpg, 624.810496, 833868, 293.250000, -1.937500, -4.687500
-509.229, -736.357, 132.82, 139.788, 0.626241, 2.69229, image00006.jpg, 753.630880, 833881, 293.437500, -1.750000, -4.437500
-525.348, -757.788, 135.533, 139.066, -0.436806, 3.94392, image00007.jpg, 883.278368, 833894, 293.875000, -0.062500, -4.187500
-544.579, -779.631, 138.125, 139.238, -1.93263, 5.25303, image00008.jpg, 1013.192928, 833907, 293.875000, 1.562500, -4.437500
-561.951, -803.247, 142.244, 139.632, -4.13393, 5.99762, image00009.jpg, 1142.383648, 833920, 294.000000, 3.937500, -4.312500
-576.645, -821.694, 144.72, 139.64, -5.56674, 7.21663, image00010.jpg, 1242.730240, 833930, 294.187500, 5.750000, -4.187500
-597.167, -845.391, 147.169, 139.324, -6.96644, 9.35846, image00011.jpg, 1373.154464, 833943, 294.375000, 8.062500, -4.250000
-619.917, -880.116, 149.607, 138.827, -3.60254, 9.59903, image00012.jpg, 1501.821696, 833956, 294.500000, 6.125000, -2.250000
-648.327, -913.932, 152.377, 138.637, -0.10891, 7.01593, image00013.jpg, 1632.882400, 833969, 294.312500, 2.375000, -2.625000
-677.983, -953.058, 152.939, 138.458, 4.32191, 3.25597, image00014.jpg, 1764.132128, 833982, 294.250000, -3.312500, -1.750000
-708.081, -988.564, 154.281, 138.165, 6.86768, 1.21364, image00015.jpg, 1893.855296, 833995, 294.375000, -6.937500, -1.687500
-732.778, -1013.65, 153.442, 138.089, 7.90165, -0.980354, image00016.jpg, 1994.654400, 834005, 294.562500, -9.062500, -2.750000
-765.172, -1043.6, 149.414, 138.118, 7.12041, -3.4543, image00017.jpg, 2126.096704, 834018, 294.687500, -10.375000, -5.187500
-784.766, -1068.79, 145.276, 138.187, 5.30627, -1.23838, image00018.jpg, 2256.502240, 834029, 294.562500, -7.312500, -4.500000
-814.807, -1105.11, 143.152, 138.493, 3.3211, -0.210793, image00019.jpg, 2386.078016, 834044, 294.375000, -5.625000, -4.625000
-842.072, -1138.26, 141.733, 139.046, 2.28278, 0.59714, image00020.jpg, 2515.746016, 834057, 294.125000, -4.187500, -4.562500
-868.345, -1170.01, 139.772, 139.044, 1.0579, 1.96477, image00021.jpg, 2645.222560, 834070, 294.000000, -2.375000, -4.625000
-898.096, -1205.72, 140.194, 138.922, 1.0705, 1.81919, image00022.jpg, 2777.022944, 834084, 294.250000, -2.187500, -4.437500
