X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
1551.39, -88.7638, 99.5374, 95.4308, -0.460609, 0.730305, image00001.jpg, 136.331680, 155235, 55.250000, -1.500000, -0.125000
1551.15, -88.8092, 98.6974, 95.4427, -0.767669, 1.22355, image00002.jpg, 264.725728, 155256, 55.250000, -1.500000, -0.125000
1551.58, -88.9522, 99.4026, 95.2602, 0.402667, 1.09642, image00003.jpg, 393.753952, 155266, 55.250000, -1.500000, -0.125000
1551.14, -88.7728, 98.6634, 95.4443, -0.762203, 1.21981, image00004.jpg, 525.062144, 155276, 55.250000, -1.500000, -0.125000
1551.16, -88.9401, 98.7251, 95.3989, -0.80192, 1.21058, image00005.jpg, 655.525024, 155296, 55.250000, -1.500000, -0.125000
1551.77, -89.3402, 100.238, 99.7134, 0.784006, 1.50022, image00006.jpg, 786.976736, 155307, 49.375000, -1.687500, -0.250000
1548.94, -87.2729, 103.211, 106.668, 0.384125, 1.16022, image00007.jpg, 923.548800, 155317, 39.687500, -2.062500, -0.687500
1549.75, -88.3984, 100.688, 114.698, -0.72339, 1.30753, image00008.jpg, 1055.076192, 155327, 28.500000, -2.375000, -0.937500
1545.98, -88.8303, 101.592, 133.903, 0.788718, 1.69274, image00009.jpg, 1190.635456, 155348, 15.500000, -2.750000, -1.375000
1544.05, -90.6774, 100.291, 139.869, -0.446627, 2.50387, image00010.jpg, 1323.490368, 155364, 10.375000, -2.750000, -1.625000
1544.69, -90.1159, 101.329, 140.064, -0.560066, 1.3582, image00011.jpg, 1455.347968, 155377, 10.375000, -2.625000, -1.500000
1544.01, -90.7906, 101.481, 139.931, -0.41571, 1.49499, image00012.jpg, 1587.513664, 155391, 10.375000, -2.375000, -1.250000
1532.12, -104.897, 101.687, 139.689, -0.111505, 2.02085, image00013.jpg, 1722.691584, 155404, 10.500000, -1.937500, -1.125000
