X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
1651.94, 96.2152, 94.8637, 14.0399, 0.552347, -1.33281, image00001.jpg, 130.105184, 310554, 165.062500, -2.812500, -4.062500
1651.79, 96.4634, 94.8858, 14.1278, 0.607296, -1.27076, image00002.jpg, 259.056608, 310569, 165.000000, -2.750000, -4.062500
1646.36, 119.761, 94.9286, 13.6109, 0.656142, -1.28904, image00003.jpg, 387.064000, 310582, 165.437500, -2.812500, -4.062500
1635.11, 157.987, 95.3375, 13.5314, 0.198336, -0.452443, image00004.jpg, 517.680256, 310595, 165.562500, -2.812500, -4.125000
1624.24, 201.844, 95.1438, 13.5832, 0.86542, -1.65185, image00005.jpg, 649.325984, 310608, 165.500000, -2.750000, -4.062500
1611.48, 247.978, 95.2027, 13.893, 0.828722, -1.67108, image00006.jpg, 785.380480, 310621, 165.125000, -2.812500, -4.125000
1597.08, 297.857, 94.9641, 14.2429, 0.79717, -1.73473, image00007.jpg, 917.446752, 310635, 164.937500, -2.812500, -4.125000
1584.34, 348.496, 93.9073, 13.4968, -0.415105, -0.465246, image00008.jpg, 1054.189408, 310649, 164.875000, -2.562500, -4.062500
1569.85, 394.519, 95.4331, 14.2381, 0.685623, -1.34577, image00009.jpg, 1185.992768, 310662, 164.812500, -2.625000, -4.125000
1556.49, 441.511, 95.2343, 14.3661, 0.461818, -1.65095, image00010.jpg, 1318.447040, 310675, 164.562500, -2.812500, -4.187500
1541.91, 491.636, 95.589, 14.5622, 0.915259, -1.26895, image00011.jpg, 1454.905088, 310689, 164.312500, -2.687500, -4.187500
1528.81, 535.757, 96.0966, 14.6848, 0.982606, -1.20121, image00012.jpg, 1585.305184, 310702, 164.250000, -2.562500, -4.125000
1516.09, 578.745, 96.1825, 14.815, 1.05241, -1.26694, image00013.jpg, 1717.552416, 310715, 164.125000, -2.500000, -4.250000
1502.21, 624.747, 95.9146, 14.9795, 0.818609, -1.27373, image00014.jpg, 1853.934464, 310729, 164.062500, -2.625000, -4.250000
1491.09, 664.437, 96.4253, 15.5448, 0.546016, -1.84641, image00015.jpg, 1985.967680, 310742, 163.750000, -2.562500, -4.375000
1473.21, 700.293, 96.8651, 29.4735, 0.832096, -0.288021, image00016.jpg, 2117.363616, 310755, 151.562500, -1.500000, -4.312500
