X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Timestamp [ms], Frame
-1074.79, -150.012, 150.807, 14.8749, 0.142222, 2.62496, 16493.817354, 19520
-1092.22, -91.9868, 151.693, 6.70732, 0.178744, 2.14921, 16614.843154, 19533
-1097.41, -47.5575, 151.876, -6.43815, 0.496482, 2.1445, 16735.066528, 19544
-1092.87, 6.51643, 151.884, -14.669, 0.490087, 2.28741, 16848.057377, 19556
-1082.33, 54.7894, 151.853, -15.8334, 0.647627, 2.46356, 16954.904301, 19566
-1068.02, 112.789, 151.866, -15.9664, 0.767595, 2.04736, 17066.274041, 19578
-1055.05, 161.689, 151.278, -16.0851, 0.418759, 2.06314, 17173.822305, 19588
-1046, 225.033, 151.139, -4.70825, 0.0890956, 2.16525, 17305.670300, 19602
-1047.71, 276.677, 151.267, 3.62563, 0.102344, 2.11243, 17433.704338, 19614
-1053.59, 332.399, 151.365, 4.95925, 0.512101, 1.42745, 17549.266017, 19626
-1060.52, 382.797, 151.535, 5.45275, 0.423176, 1.37778, 17656.831432, 19637
-1068.44, 437.732, 151.965, 5.59839, 0.239909, 1.19091, 17781.214681, 19649
-1077.4, 496.991, 151.458, 5.76716, 0.208529, 1.61842, 17910.062313, 19662
-1084.84, 547.292, 152.213, 5.60044, 0.427443, 0.844659, 18019.850241, 19673
-1092.06, 597.433, 152.816, 5.93616, 0.330556, 1.10021, 18129.129212, 19684
-1099.43, 642.673, 153.01, 6.1598, 0.327068, 1.07056, 18235.119150, 19694
-1106.03, 683.188, 153.064, 6.34964, 0.585334, 0.905891, 18339.798346, 19703
-1114.77, 736.958, 153.356, 6.70324, 0.490582, 1.02827, 18448.342250, 19715
-1121.15, 790.358, 154.235, 0.653639, 0.560401, 0.747611, 18557.326343, 19727
-1122.96, 834.41, 154.63, -4.52001, 0.441726, 0.815408, 18662.681662, 19737
-1121.81, 884.132, 154.69, -5.7968, 0.653595, 0.714776, 18769.369611, 19748
-1118.58, 929.57, 154.928, -8.51349, 0.538699, 1.04087, 18873.429067, 19758
-1110.81, 976.91, 155.008, -16.196, 0.589528, 0.970896, 18980.732052, 19769
-1095.44, 1024.42, 154.805, -28.9739, 0.452575, 1.10816, 19105.017573, 19781
-1072.14, 1065.57, 154.478, -42.9185, 0.323266, 0.791576, 19219.733754, 19793
-1044.14, 1096.07, 154.205, -50.6661, 0.432933, 1.33019, 19325.166704, 19803
-1012.9, 1124.97, 153.094, -52.3316, 0.519701, 1.22482, 19435.567331, 19813
-972.251, 1160.91, 152.476, -52.4333, 0.112232, 1.05793, 19548.097703, 19826
-930.783, 1194.63, 151.797, -52.2171, 0.205233, 1.30559, 19676.763961, 19839
-889.984, 1228.69, 151.371, -51.9847, 0.441419, 1.03791, 19806.279525, 19852
-854.94, 1257.63, 150.599, -52.12, 0.480926, 1.00691, 19924.860798, 19863
-816.796, 1288.56, 149.958, -52.3458, 0.600082, 1.2041, 20042.779452, 19875
-782.027, 1318.43, 149.196, -51.8941, 0.537036, 1.27333, 20150.337284, 19886
-746.938, 1347.92, 148.801, -51.6686, 0.822507, 1.3811, 20260.930933, 19897
-712.853, 1377.02, 147.643, -51.4821, 0.760867, 1.40774, 20367.855777, 19908
-675.471, 1408.34, 146.576, -51.428, 0.671187, 1.64202, 20485.683424, 19920
-644.852, 1434.67, 145.855, -51.2114, 0.641031, 1.75994, 20591.761745, 19930
-613.207, 1461.81, 145.368, -51.0554, 1.02772, 1.87518, 20702.325507, 19941
-580.219, 1487.44, 144.628, -56.6403, 1.75183, 2.04945, 20807.689050, 19952
-548.278, 1508.25, 143.647, -61.2364, 1.62643, 1.75099, 20912.465525, 19962
-509.683, 1531.14, 143.515, -61.9657, 1.528, 1.98452, 21017.394383, 19973
-470.834, 1553.37, 142.724, -61.9372, 1.60904, 1.91958, 21128.057952, 19984
-435.295, 1574, 142.069, -61.8045, 1.78506, 1.67445, 21235.760198, 19994
-400.471, 1592.91, 140.918, -69.5688, 1.32082, 1.6276, 21344.912866, 20005
-357.406, 1603.73, 140.329, -83.1577, 1.66121, 1.18035, 21466.905283, 20018
-323.391, 1607.79, 139.786, -87.4482, 1.68432, 1.14465, 21576.279102, 20026
-264.322, 1612.11, 138.298, -88.9223, 1.65721, 1.34963, 21683.566471, 20039
-213.203, 1614.94, 137.22, -88.9292, 1.86107, 1.0059, 21795.003187, 20050
-151.04, 1618.11, 136.201, -88.8034, 2.74949, 1.41566, 21925.352729, 20063
-94.0146, 1621.36, 135.249, -88.4605, 1.97452, 1.30957, 22047.203067, 20075
-41.6339, 1624.58, 133.918, -88.127, 1.82817, 1.02836, 22154.710979, 20086
10.9471, 1628.53, 132.852, -88.04, 1.7143, 0.995142, 22260.110521, 20097
56.9736, 1630.22, 132.208, -93.1342, 1.78961, 1.04923, 22363.644893, 20107
97.8054, 1627.18, 131.066, -103.488, 2.26977, 0.818142, 22471.111333, 20117
147.641, 1608.75, 128.243, -108.922, -2.1285, 0.9775, 22577.688563, 20129
192.313, 1593.76, 126.874, -110.195, -2.24992, 0.932726, 22684.444480, 20139
236.464, 1576.86, 125.871, -110.337, -2.33139, 0.756297, 22788.101859, 20149
285.332, 1557.7, 124.55, -110.166, -2.22201, 0.70761, 22901.108035, 20160
338.967, 1536.68, 123.138, -110.137, -2.14578, 1.02703, 23007.670834, 20172
393.16, 1512.96, 121.452, -118.914, -2.63792, 1.4703, 23139.010705, 20185
433.314, 1489.82, 120.048, -124.088, -2.81477, 1.54548, 23247.102484, 20195
476.218, 1460.44, 119.018, -125.308, -2.48634, 1.62434, 23354.707995, 20206
517.547, 1429.42, 117.389, -125.112, -3.61841, 1.83258, 23457.465380, 20217
556.324, 1401.62, 117.031, -125.515, -2.75462, 1.60835, 23560.781865, 20227
595.407, 1373.01, 115.778, -124.982, -2.9933, 1.65167, 23670.338370, 20237
643.487, 1340.5, 113.825, -125.336, -3.29812, 1.4798, 23790.692783, 20249
695.145, 1311.68, 115.968, -127.543, 1.34541, 0.441948, 23898.480853, 20261
730.808, 1279.97, 111.801, -124.785, -3.5372, 1.50811, 24004.915140, 20271
778.989, 1253.58, 113.819, -126.734, 0.869516, 0.630055, 24109.145987, 20282
818.57, 1226.34, 112.762, -126.484, 0.929866, 0.505993, 24211.676270, 20292
858.317, 1199.64, 111.545, -126.309, 1.03709, 0.42381, 24318.321979, 20303
874.657, 1189.18, 111.349, -125.872, 1.0759, 0.43967, 24426.210688, 20314
876.936, 1187.72, 111.775, -125.914, 0.608805, 1.01491, 24531.713622, 20324
876.807, 1187.82, 111.634, -125.893, 0.92547, 0.70502, 24635.831221, 20335
876.58, 1187.91, 111.877, -125.957, 0.402827, 1.1227, 24736.934538, 20345
876.686, 1187.83, 111.539, -125.887, 0.81079, 0.806656, 24837.321284, 20355
876.773, 1187.77, 111.579, -125.881, 0.776862, 0.788586, 24940.270796, 20365
876.769, 1187.76, 111.586, -125.89, 0.771171, 0.79538, 25066.998924, 20378
876.53, 1187.5, 111.536, -126.009, 0.769082, 0.809032, 25191.039902, 20390
