X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Timestamp [ms], Frame
740.912, 1457.6, 114.089, -115.447, -2.03616, 0.922413, 123.780820, 9523
740.902, 1457.6, 114.079, -115.449, -2.03879, 0.932515, 248.455042, 9535
740.915, 1457.59, 114.092, -115.451, -2.03884, 0.931179, 373.673357, 9547
740.911, 1457.59, 114.092, -115.454, -2.03196, 0.927623, 483.592515, 9559
740.912, 1457.59, 114.096, -115.438, -2.04053, 0.927488, 608.368113, 9571
740.753, 1457.58, 113.834, -115.359, -2.33198, 0.933875, 730.498705, 9584
740.918, 1457.6, 114.095, -115.442, -2.02501, 0.918448, 850.361345, 9596
740.908, 1457.6, 114.091, -115.449, -2.03128, 0.936069, 970.902028, 9608
740.909, 1457.6, 114.101, -115.446, -2.03962, 0.920571, 1090.042786, 9619
740.868, 1457.43, 113.841, -115.348, -2.39636, 0.821681, 1207.992703, 9631
766.491, 1442.49, 113.69, -115.97, -2.0641, 1.05035, 1325.946941, 9643
815.322, 1415.33, 111.154, -115.1, -3.81083, 1.05869, 1442.053352, 9655
860.907, 1393.58, 109.953, -114.462, -3.8292, 1.2194, 1566.970420, 9667
878.089, 1384.99, 109.57, -113.957, -3.70082, 1.13867, 1681.754216, 9679
879.037, 1384.59, 109.515, -113.968, -3.72469, 1.10069, 1791.978461, 9690
880.818, 1384.97, 109.673, -107.203, -3.69497, 0.55372, 1896.605273, 9700
887.125, 1386.88, 111.644, -94.9523, -1.41551, 0.439348, 2001.477843, 9711
888.949, 1386.22, 111.298, -88.8786, -1.61634, 0.061339, 2129.739368, 9722
888.937, 1386.19, 111.244, -88.8363, -1.58524, 0.0926989, 2235.841049, 9734
888.925, 1386.17, 111.254, -88.8395, -1.58917, 0.0839912, 2348.432861, 9745
889.244, 1384.84, 110.843, -95.7819, -1.95877, 0.313485, 2463.987980, 9757
884.211, 1380.48, 109.575, -111.085, -3.7105, 0.95958, 2576.367793, 9768
881.935, 1380, 109.413, -123.074, -3.55876, 1.67617, 2689.806798, 9780
886.252, 1387.59, 112.708, -127.421, 1.08927, 0.783039, 2791.611582, 9790
886.415, 1387.35, 112.677, -127.476, 0.937053, 0.782577, 2920.375376, 9802
906.487, 1372.91, 112.459, -127.082, 0.957446, 0.80889, 3032.857652, 9813
960.179, 1335.87, 110.671, -126.729, 0.95367, 0.742262, 3174.451595, 9828
1000.45, 1308.05, 109.645, -126.564, 0.844011, 0.943166, 3279.144006, 9838
1051.01, 1273.36, 108.233, -126.039, 0.904056, 1.11147, 3405.743559, 9851
1090.12, 1247.46, 107.018, -125.448, 0.963578, 1.07212, 3505.921346, 9861
1129.53, 1221.98, 105.746, -125.046, 0.967533, 1.18296, 3607.463380, 9871
1168.5, 1194.73, 104.769, -131.126, 0.775785, 1.05573, 3712.407438, 9882
1199.23, 1166.44, 103.779, -141.889, 0.826883, 1.02732, 3815.913297, 9892
1224.07, 1134.05, 103.852, -154.561, 0.035613, 1.738, 3917.299524, 9902
1244.77, 1094.18, 103.397, -162.515, 0.236198, 1.49709, 4020.745321, 9913
1258.64, 1059.63, 102.872, -164.017, 0.206131, 1.73225, 4123.971535, 9923
1269.8, 1027.05, 102.172, -164.149, 0.0671507, 1.78793, 4227.163445, 9933
1282.09, 988.572, 101.595, -163.267, 0.370752, 1.58412, 4339.768440, 9945
1298.33, 953.371, 101.299, -148.786, 0.0201813, 1.68398, 4477.978599, 9958
1317.26, 923.814, 100.651, -140.146, 0.113054, 1.59863, 4587.304353, 9969
1340.93, 897.858, 99.9638, -138.282, 0.103446, 1.49139, 4696.764443, 9980
1363.06, 875.642, 99.2084, -137.838, 0.0501725, 1.60718, 4798.148814, 9990
1386.44, 851.883, 98.4183, -137.664, 0.0464985, 1.50125, 4901.358356, 10001
1411.88, 826.499, 97.6751, -137.567, -0.12415, 1.66508, 5023.845618, 10013
1437.04, 800.858, 97.0957, -137.345, -0.00925484, 1.50484, 5140.633464, 10025
1461.07, 776.565, 96.4499, -137.457, -0.0130771, 1.6547, 5256.521348, 10036
1485.58, 751.31, 95.8904, -137.311, 0.074255, 1.55767, 5361.642140, 10047
1508.08, 728.534, 95.2605, -137.447, -0.0938788, 1.49127, 5465.914939, 10057
1533.65, 702.844, 94.5554, -137.561, 0.00437612, 1.51258, 5571.305329, 10068
1559.73, 674.869, 93.9476, -141.786, -0.159392, 1.41131, 5685.819240, 10079
1586.4, 644.348, 93.1372, -143.435, 0.122037, 1.41933, 5795.730078, 10090
1606.66, 618.157, 92.9459, -143.704, 0.169138, 1.24764, 5898.685094, 10099
1632.97, 585.384, 92.0764, -143.559, 0.100733, 1.313, 6004.814071, 10111
1654.57, 558.336, 91.4055, -143.426, -0.0685071, 1.20683, 6106.200938, 10121
1675.61, 529.865, 91.3216, -151.566, 0.242045, 1.27143, 6212.719769, 10132
1688.71, 504.34, 90.7174, -157.802, 0.0873891, 1.09912, 6320.952539, 10141
1705.32, 469.295, 90.3031, -159.412, 0.128634, 1.19919, 6428.038790, 10153
1717.18, 441.321, 89.7794, -159.317, 0.109291, 1.04889, 6529.148731, 10163
1729.12, 413.056, 89.5109, -158.966, 0.150854, 1.07718, 6633.633112, 10173
1743.23, 379.413, 89.2278, -158.946, 0.08816, 1.03767, 6744.741158, 10185
