X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
919.748, -1301.09, 106.04, 71.7442, 0.465861, -0.74627, image00001.jpg, 130.219200, 826767, 104.437500, -2.500000, -4.500000
919.087, -1302.15, 105.301, 72.1559, 0.389523, -1.05494, image00002.jpg, 260.250944, 826780, 104.437500, -2.500000, -4.500000
919.026, -1302.06, 105.322, 72.0992, 0.37553, -1.04086, image00003.jpg, 388.979904, 826793, 104.437500, -2.500000, -4.500000
918.998, -1302.07, 105.243, 72.0935, 0.265745, -0.997097, image00004.jpg, 520.637536, 826806, 104.437500, -2.500000, -4.500000
908.717, -1294.38, 108.653, 70.041, 1.07616, 0.499521, image00005.jpg, 655.424256, 826819, 104.750000, -2.312500, -4.437500
892.694, -1288.23, 110.143, 70.135, 2.00825, 1.08246, image00006.jpg, 787.794464, 826831, 104.562500, -1.687500, -4.687500
874.788, -1282.38, 112.371, 70.3528, 2.0177, 2.73766, image00007.jpg, 924.330784, 826846, 104.562500, -0.187500, -4.437500
854.403, -1276.1, 114.105, 70.1454, 2.86084, 3.6326, image00008.jpg, 1055.642496, 826859, 104.625000, 0.812500, -4.187500
831.593, -1268.63, 116.009, 70.0892, 2.94295, 4.55226, image00009.jpg, 1187.276384, 826872, 104.750000, 1.750000, -4.250000
806.348, -1259.92, 117.919, 69.7541, 3.85534, 5.95863, image00010.jpg, 1324.272512, 826886, 104.812500, 3.250000, -4.437500
783.116, -1252.34, 119.931, 69.4855, 4.92148, 7.50159, image00011.jpg, 1455.422944, 826899, 104.875000, 4.812500, -4.375000
759.845, -1244.52, 123.046, 69.6557, 4.79536, 9.13926, image00012.jpg, 1587.642912, 826912, 104.812500, 6.500000, -4.312500
731.271, -1231.43, 125.783, 69.6986, 3.51154, 8.54309, image00013.jpg, 1723.536192, 826926, 104.562500, 5.750000, -6.000000
704.161, -1221.78, 128.132, 69.6318, 2.90045, 6.83098, image00014.jpg, 1855.148224, 826939, 105.000000, 4.125000, -5.937500
675.012, -1212.08, 128.857, 69.8315, 2.07574, 5.46099, image00015.jpg, 1988.162432, 826952, 105.000000, 2.625000, -5.937500
639.52, -1200.61, 129.675, 70.3481, 0.60811, 2.30908, image00016.jpg, 2123.576768, 826966, 104.687500, -0.375000, -5.812500
602.318, -1189.33, 130.682, 70.6169, -0.370649, -1.80068, image00017.jpg, 2255.299264, 826979, 104.312500, -4.625000, -5.687500
558.281, -1177.48, 130.313, 71.0232, -0.289761, -6.52097, image00018.jpg, 2391.963328, 826993, 103.875000, -8.875000, -5.125000
526.663, -1170.14, 128.915, 71.2415, -0.539183, -8.87912, image00019.jpg, 2493.265888, 827003, 103.625000, -11.750000, -3.937500
493.668, -1157.6, 125.786, 71.1519, -1.00397, -7.84583, image00020.jpg, 2624.894208, 827016, 103.500000, -10.812500, -4.875000
462.589, -1148.11, 123.69, 71.191, -0.35701, -5.83786, image00021.jpg, 2754.909216, 827029, 103.562500, -8.750000, -4.625000
431.992, -1138.61, 121.311, 71.1889, 0.365657, -3.40226, image00022.jpg, 2886.108608, 827042, 103.625000, -6.375000, -4.625000
401.194, -1129.56, 119.089, 71.1358, 1.38486, -1.25397, image00023.jpg, 3014.833088, 827055, 103.687500, -4.062500, -4.375000
393.523, -1127.64, 118.705, 71.0249, 1.85338, -0.887841, image00024.jpg, 3145.538304, 827058, 103.437500, -2.187500, -4.625000
357.371, -1115.88, 117.086, 72.0004, 1.42824, 0.540245, image00025.jpg, 3275.373888, 827079, 103.000000, -2.125000, -4.687500
356.111, -1115.46, 117.157, 71.9623, 1.50309, 0.539682, image00026.jpg, 3405.079936, 827089, 103.000000, -2.125000, -4.687500
