X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Timestamp [ms], Frame
479.685, -1414.59, 108.232, 85.2975, -0.743115, 1.34966, 11031.332214, 15042
432.393, -1411.96, 108.98, 81.7414, -0.783949, 1.458, 11137.910277, 15053
384.518, -1404.53, 109.684, 73.5294, -0.798901, 1.79952, 11254.252494, 15065
344.835, -1390.97, 110.584, 61.7623, -0.732185, 2.00381, 11365.159293, 15076
307.987, -1372.05, 110.688, 47.3407, -0.823499, 2.23581, 11475.553040, 15087
278.249, -1347.54, 111.664, 38.8163, -0.748857, 2.65674, 11585.145513, 15097
246.944, -1314.18, 112.552, 36.3567, -0.778624, 2.7608, 11694.521220, 15109
226.419, -1286.7, 113.583, 36.1322, -0.107482, 1.85601, 11801.539983, 15118
196.482, -1248.68, 114.643, 36.3416, -0.201186, 1.93182, 11921.744765, 15131
165.915, -1210.63, 115.28, 36.6105, -0.306207, 1.95925, 12046.497226, 15144
134.945, -1178.09, 115.877, 43.0426, -0.417583, 1.93627, 12161.757979, 15156
109.443, -1152.5, 116.458, 47.9121, -0.345614, 1.80947, 12268.086059, 15166
82.0612, -1128.94, 116.856, 48.7912, -0.404598, 1.88981, 12375.037686, 15175
43.3989, -1096.86, 117.979, 48.7318, -0.722996, 1.84725, 12480.754699, 15187
5.21891, -1067.91, 118.617, 52.8125, -0.718557, 1.61827, 12588.460561, 15198
-34.8901, -1039.59, 120.374, 56.2479, -0.374794, 1.63295, 12699.797693, 15209
-77.8834, -1013.32, 121.192, 57.2119, -0.248305, 1.84081, 12809.466038, 15220
-120.657, -986.983, 122.591, 57.4521, -0.362185, 1.81267, 12915.195786, 15231
-164.446, -960.4, 124.192, 57.6244, -0.324506, 1.78386, 13022.247349, 15242
-207.694, -934.496, 125.183, 58.0779, -0.370679, 1.95538, 13131.620495, 15253
-248.278, -911.679, 126.153, 58.5184, -0.376941, 1.9027, 13240.549741, 15263
-292.034, -885.583, 127.559, 58.5031, -0.146635, 1.96404, 13349.349899, 15274
-336.629, -860, 128.817, 58.9007, -0.474009, 2.19251, 13455.008608, 15285
-361.359, -846.432, 129.837, 59.0135, -0.244536, 1.90315, 13561.539886, 15291
-428.045, -812.882, 129.396, 61.0243, -0.547531, 0.0195097, 13674.713134, 15307
-463.65, -790.812, 130.807, 60.3265, -0.576666, 0.355081, 13783.008976, 15316
-511.66, -763.456, 134.269, 56.9372, -0.0318093, 1.76008, 13889.301216, 15328
-555.294, -737.839, 135.584, 54.3843, 0.290995, 1.75135, 14000.588717, 15339
-598.111, -709.954, 137.095, 54.2471, -0.0513926, 1.66931, 14107.381849, 15350
-640.55, -682.256, 138.536, 54.3582, 0.00782315, 1.04024, 14213.362860, 15361
-679.843, -656.341, 138.881, 54.4076, -0.397573, 1.86894, 14320.863923, 15371
-725.604, -626.821, 140.143, 54.6721, -0.29739, 1.81571, 14435.099531, 15383
-771.576, -595.617, 141.295, 50.5416, 0.19334, 1.5975, 14557.763208, 15395
-812.157, -564.116, 142.441, 46.8521, 0.259176, 1.55238, 14668.384921, 15406
-856.026, -525.506, 143.742, 46.5655, -0.417169, 2.42135, 14785.117568, 15418
-894.253, -490.756, 144.611, 43.0081, -0.0163492, 2.119, 14894.318075, 15429
-924.149, -455.336, 145.294, 28.9957, 0.01357, 2.25673, 15019.119945, 15441
-951.166, -406.355, 146.394, 20.3349, 0.338349, 2.64055, 15142.875741, 15454
-971.927, -357.435, 147.305, 19.4317, 0.220121, 2.38799, 15255.030244, 15465
-991.513, -306.527, 148.294, 19.1821, 0.106168, 2.30492, 15370.321621, 15476
-1010.79, -252.275, 148.97, 13.1587, 0.109254, 2.55458, 15486.347264, 15488
-1023.8, -198.072, 149.435, 7.38192, 0.535577, 2.00431, 15607.191049, 15500
-1034.17, -134.689, 150.272, 6.64627, 0.353903, 2.06316, 15738.710023, 15513
-1042.59, -80.1659, 150.617, 6.7396, 0.22909, 2.32919, 15851.462089, 15524
-1052.24, -20.8262, 151.065, 6.8268, 0.335864, 2.01138, 15965.658850, 15536
-1060.37, 33.9599, 151.547, 7.00615, 0.224839, 2.26354, 16081.141969, 15547
-1070.75, 98.7789, 152.038, 7.31715, 0.227426, 1.76845, 16208.131983, 15560
-1080.27, 153.013, 151.744, 7.68083, 0.439376, 1.88387, 16315.191289, 15571
-1090.4, 213.145, 152.242, 7.9287, 0.0242172, 1.90641, 16433.560340, 15583
-1098.46, 267.954, 152.545, 4.70278, 0.0338537, 2.02224, 16544.735330, 15594
-1096.33, 320.358, 147.945, 0.730206, 1.63012, -2.40491, 16654.654104, 15605
-1094.33, 368.839, 148.238, -4.25091, 1.42221, -2.7252, 16760.467948, 15615
-1089.06, 423.569, 148.456, -5.35446, 1.29486, -3.0925, 16865.366694, 15626
-1083.72, 468.458, 148.244, -5.2716, 1.35819, -3.17391, 16970.516510, 15635
-1076.42, 529.108, 148.101, -4.8667, 1.33282, -2.5682, 17080.323478, 15647
-1077, 587.211, 152.213, -8.61433, 0.339064, 0.894185, 17190.723753, 15658
-1069.93, 652.591, 152.148, -8.4217, 0.338863, 0.907054, 17315.725205, 15671
-1063.85, 708.006, 152.382, -8.23851, 0.517226, 1.10565, 17428.925652, 15682
-1058.54, 763.047, 152.487, -7.86704, 0.508289, 1.01189, 17534.676712, 15693
-1053.16, 818.549, 152.492, -7.79232, 0.619019, 0.985106, 17642.676588, 15704
-1047.88, 867.364, 152.494, -12.0041, 0.338287, 1.22278, 17755.856428, 15714
-1037.2, 913.484, 152.889, -24.5755, 0.469175, 1.04281, 17864.517739, 15725
-1015.08, 959.202, 152.724, -33.8973, 0.367823, 1.20806, 17972.845741, 15737
-991.106, 999.501, 152.458, -35.2925, 0.452099, 1.10121, 18078.518145, 15747
-963.663, 1042.25, 151.993, -35.654, 0.314822, 1.20447, 18183.101214, 15758
-935.687, 1084.66, 151.48, -35.492, 0.347166, 1.39539, 18293.113684, 15769
-903.731, 1136.08, 151.269, -34.6363, 0.155671, 0.999743, 18424.116917, 15782
-874.849, 1175.71, 150.213, -43.2246, 0.106767, 1.26042, 18543.319242, 15794
-840.153, 1209.42, 150.094, -50.4427, 0.375013, 1.20531, 18661.565893, 15806
-806.976, 1239.41, 149.523, -51.3848, 0.471692, 1.23155, 18768.312338, 15816
-770.186, 1271.46, 148.806, -51.6224, 0.391055, 1.20072, 18880.418938, 15827
-732.678, 1304.46, 148.331, -51.1063, 0.390031, 1.41651, 18987.551204, 15838
-687.796, 1341.85, 147.071, -51.5252, 0.881341, 1.64758, 19116.282453, 15851
-646.428, 1376.74, 146.025, -51.3353, 0.800217, 1.75259, 19234.839951, 15863
-608.959, 1409, 145.072, -51.0944, 1.23296, 1.98193, 19348.526667, 15874
-571.046, 1441.81, 144.092, -50.8517, 1.41635, 1.91371, 19455.427830, 15885
-534.154, 1475.68, 143.267, -50.392, 1.12415, 1.93083, 19562.781023, 15896
-499.666, 1504.35, 142.836, -55.067, 1.24349, 2.01533, 19670.094952, 15906
-454.874, 1533.94, 142.018, -60.7983, 1.69296, 1.88611, 19781.762162, 15918
-413.793, 1559.03, 141.409, -61.4889, 1.62607, 1.92838, 19891.015598, 15928
-364.023, 1588.61, 141.104, -61.9762, 0.165505, 0.834165, 20001.370785, 15940
-317.352, 1615.17, 140.563, -61.4976, 0.0891031, 1.09025, 20112.287824, 15951
-270.536, 1640.23, 139.844, -67.1723, 0.101664, 1.06694, 20224.674614, 15962
-229.727, 1656.99, 138.079, -77.9704, 1.58944, 1.15008, 20330.742727, 15972
-179.8, 1667.27, 136.969, -85.7676, 1.81058, 1.22907, 20448.538438, 15984
-127.47, 1672.63, 136.116, -87.0129, 1.4876, 1.18636, 20553.140866, 15995
-75.0368, 1676.59, 135.337, -87.0689, 1.69992, 1.1666, 20663.613941, 16006
-21.6687, 1681.6, 134.312, -86.8133, 1.53716, 1.15518, 20776.233880, 16017
35.0581, 1684.5, 132.56, -93.1099, 1.63953, 0.917714, 20891.560681, 16029
84.2933, 1680.6, 131.404, -104.489, 2.05542, 0.80727, 21004.619113, 16040
124.882, 1671.98, 130.482, -110.565, 1.45181, 0.673116, 21119.258014, 16049
179.277, 1652.84, 129.217, -112.115, 1.49336, 0.583559, 21225.981995, 16061
227.624, 1635.23, 128.282, -112.025, 1.92385, 0.481995, 21329.383920, 16072
272.707, 1610.95, 125.318, -109.111, -2.02222, 0.914573, 21440.414335, 16083
328.205, 1590.7, 124.102, -109.093, -2.06454, 0.90016, 21566.218693, 16096
374.447, 1573.46, 122.627, -108.982, -2.16625, 0.774944, 21673.700716, 16107
420.994, 1556.34, 121.646, -108.935, -1.97006, 0.798056, 21787.244521, 16118
467.883, 1539.46, 120.362, -108.821, -1.97829, 0.696485, 21894.010006, 16129
510.3, 1523.88, 119.117, -108.541, -2.43786, 0.65215, 22000.971298, 16139
558.113, 1508.14, 118.427, -108.569, -1.6187, 0.55071, 22104.000905, 16150
601.878, 1493.27, 117.411, -108.213, -1.65243, 0.563785, 22206.123095, 16160
645.576, 1479.23, 116.457, -107.877, -1.5849, 0.637475, 22307.278507, 16170
687.426, 1464.4, 115.405, -111.833, -1.69795, 0.786341, 22411.790248, 16180
729.591, 1443.63, 113.863, -121.304, -2.3223, 1.33211, 22514.586417, 16191
767.849, 1423.89, 115.61, -134.675, 1.10887, 0.520158, 22615.822373, 16201
799.892, 1393.93, 115.061, -140.862, 0.930103, 0.854862, 22718.691085, 16211
830.915, 1360.27, 114.302, -142.22, 0.10897, 1.49776, 22819.351141, 16221
863.405, 1322.01, 113.159, -142.286, -0.102677, 1.5328, 22924.754716, 16232
902.016, 1275.85, 112.393, -141.894, 0.0127445, 1.61589, 23057.284722, 16245
935.036, 1237.25, 111.386, -141.607, -0.0510603, 1.66262, 23170.176436, 16256
967.684, 1200, 110.273, -141.443, -0.0797284, 1.77371, 23282.409370, 16268
982.296, 1183.62, 109.925, -140.899, -0.147576, 1.793, 23384.773350, 16278
985.068, 1180.26, 109.735, -140.784, -0.156772, 1.70676, 23488.479592, 16288
985.167, 1180.26, 109.805, -140.745, -0.198539, 1.6615, 23589.319551, 16298
985.163, 1180.27, 109.799, -140.739, -0.198593, 1.66618, 23694.215097, 16309
985.159, 1180.25, 109.796, -140.742, -0.19675, 1.6688, 23796.917923, 16319
985.064, 1180.27, 109.715, -140.772, -0.15876, 1.69378, 23897.127678, 16329
985.161, 1180.26, 109.781, -140.742, -0.193931, 1.66964, 24025.991535, 16342
985.151, 1180.25, 109.773, -140.744, -0.18822, 1.65163, 24152.710318, 16355
985.155, 1180.25, 109.779, -140.741, -0.19946, 1.66966, 24258.442402, 16365
985.077, 1180.26, 109.718, -140.774, -0.162003, 1.70163, 24381.576412, 16377
