X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
1564.7, -161.481, 97.933, 1.19097, 0.373181, 1.61103, image00001.jpg, 127.823744, 267170, 268.625000, -0.375000, -0.187500
1564.2, -160.235, 98.8853, 0.886301, 0.493449, 4.1125, image00002.jpg, 257.527136, 267190, 268.625000, -0.375000, -0.187500
1564.45, -161.432, 97.5139, 0.873768, 0.624684, 0.0928832, image00003.jpg, 387.160800, 267201, 268.625000, -0.375000, -0.187500
1565.54, -161.421, 99.1371, 1.13464, 0.123192, -0.2979, image00004.jpg, 517.911136, 267211, 268.625000, -0.375000, -0.187500
1564.65, -161.061, 97.9726, 1.142, 0.413655, 1.65267, image00005.jpg, 656.935808, 267231, 268.625000, -0.312500, -0.187500
1563.91, -145.695, 102.147, 0.774176, -0.596392, -1.08519, image00006.jpg, 786.969184, 267242, 268.625000, -0.375000, -0.187500
1562.4, -125.343, 102.687, 1.32958, -0.043087, -0.459744, image00007.jpg, 917.905568, 267252, 268.500000, -0.562500, -0.187500
1562.35, -101.686, 102.881, 1.43773, 0.274025, -0.169509, image00008.jpg, 1054.242240, 267262, 268.312500, -0.437500, -0.187500
1561.32, -49.5052, 102.707, 1.63175, 0.0956588, -0.197466, image00009.jpg, 1186.250880, 267282, 268.187500, -0.562500, -0.187500
1560.61, -20.0212, 102.824, 1.72935, 0.108467, -0.260158, image00010.jpg, 1322.411680, 267293, 268.125000, -0.375000, -0.125000
1559.68, 6.92942, 102.638, 1.80384, 0.201221, -0.338328, image00011.jpg, 1454.186656, 267303, 268.062500, -0.375000, 0.000000
1559.2, 61.2612, 102.082, 1.65806, 0.256975, -0.291224, image00012.jpg, 1586.031648, 267323, 268.000000, -0.437500, -0.125000
1558.68, 91.5237, 102.493, 1.85183, 0.136212, -0.529374, image00013.jpg, 1721.995936, 267334, 267.750000, -0.375000, -0.250000
1556.77, 140.314, 101.956, 1.96246, 0.0319651, 0.296453, image00014.jpg, 1854.841472, 267352, 267.687500, -0.500000, -0.250000
1555.6, 175.326, 101.606, 1.91642, 0.317627, 0.335781, image00015.jpg, 1985.636608, 267365, 267.625000, -0.312500, -0.187500
1553.81, 213.272, 101.067, 2.3968, -0.0977663, -0.473619, image00016.jpg, 2123.017920, 267379, 267.500000, -0.437500, -0.125000
1552.7, 248.363, 100.827, 2.3394, -0.213466, -0.499434, image00017.jpg, 2254.072768, 267392, 267.500000, -0.437500, -0.250000
1551.28, 283.861, 100.753, 2.53152, -0.201559, -0.320842, image00018.jpg, 2390.072512, 267405, 267.250000, -0.500000, -0.250000
