X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
1557.68, -150.696, 100.887, 88.5346, 0.344891, 1.38909, image00001.jpg, 130.687232, 137612, 68.812500, -0.875000, 0.375000
1557.74, -150.671, 101.007, 88.4859, 0.519881, 1.42629, image00002.jpg, 260.118464, 137622, 68.812500, -0.875000, 0.375000
1557.68, -150.693, 100.881, 88.535, 0.315765, 1.38356, image00003.jpg, 390.295040, 137632, 68.812500, -0.875000, 0.375000
1557.78, -151.05, 100.518, 88.6294, 0.565775, 1.21754, image00004.jpg, 523.306240, 137655, 68.937500, -0.812500, 0.437500
1542.18, -149.45, 101.204, 88.349, 0.349458, 0.882262, image00005.jpg, 655.249408, 137668, 69.437500, -0.750000, 0.437500
1515.73, -148.319, 101.997, 88.188, 1.10939, 0.693449, image00006.jpg, 787.448000, 137681, 69.562500, -0.687500, 0.500000
1481.49, -146.615, 102.182, 88.1752, 0.918742, 0.517274, image00007.jpg, 922.765632, 137695, 69.625000, -0.875000, 0.375000
1446.08, -144.618, 103.768, 87.7923, -1.36528, 1.74476, image00008.jpg, 1055.255264, 137708, 69.687500, -0.812500, 0.375000
1411.22, -142.348, 104.809, 87.7824, -0.247677, 1.19491, image00009.jpg, 1187.235232, 137721, 69.687500, -1.000000, 0.250000
1370.65, -140.69, 105.437, 87.855, -0.678361, 1.3298, image00010.jpg, 1323.309600, 137735, 69.750000, -0.937500, 0.312500
1330.07, -138.696, 106.401, 87.94, 0.0893428, 0.926104, image00011.jpg, 1455.281472, 137748, 69.625000, -0.812500, 0.375000
1288.8, -137.126, 106.672, 87.9178, 0.377496, 1.17346, image00012.jpg, 1586.820736, 137761, 69.562500, -0.750000, 0.375000
1243.92, -135.038, 107.362, 88.043, 0.325455, 1.15546, image00013.jpg, 1723.413600, 137775, 69.500000, -0.812500, 0.312500
1201.7, -133.345, 108.093, 88.347, 0.400385, 1.25144, image00014.jpg, 1854.583360, 137788, 69.312500, -0.875000, 0.312500
1159.42, -131.751, 108.875, 88.477, 0.483589, 1.31898, image00015.jpg, 1986.694400, 137801, 69.187500, -0.750000, 0.375000
1114.34, -130.714, 109.43, 88.7266, 0.836124, 1.36123, image00016.jpg, 2122.615136, 137815, 68.937500, -0.687500, 0.500000
1071.12, -129.644, 110.383, 88.9218, 0.9134, 1.34056, image00017.jpg, 2254.663328, 137828, 68.625000, -0.562500, 0.562500
