X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
1565.68, -98.4935, 95.4331, -2.18805, -0.496609, 0.417368, image00001.jpg, 130.219040, 322484, 166.937500, -3.062500, -3.750000
1565.7, -98.508, 95.4311, -2.19625, -0.485559, 0.319948, image00002.jpg, 230.819296, 322494, 166.937500, -3.062500, -3.812500
1565.7, -98.512, 95.425, -2.18469, -0.492005, 0.389228, image00003.jpg, 359.670208, 322515, 166.937500, -3.062500, -3.812500
1565.7, -98.5122, 95.4448, -2.19902, -0.485305, 0.34744, image00004.jpg, 489.099456, 322525, 166.937500, -3.062500, -3.875000
1565.69, -98.5007, 95.4255, -2.19981, -0.493991, 0.367086, image00005.jpg, 619.026592, 322535, 166.937500, -3.062500, -3.937500
1565.69, -98.5067, 95.4304, -2.19223, -0.489505, 0.370009, image00006.jpg, 748.413696, 322546, 166.937500, -3.062500, -3.937500
1565.7, -98.5183, 95.4298, -2.20301, -0.478282, 0.339894, image00007.jpg, 877.998944, 322568, 166.937500, -3.062500, -4.000000
1565.71, -98.5116, 95.4207, -2.1987, -0.48257, 0.342478, image00008.jpg, 1005.565056, 322581, 166.937500, -3.062500, -4.062500
1565.69, -98.4991, 95.4102, -2.1953, -0.488541, 0.36536, image00009.jpg, 1134.155552, 322594, 166.937500, -3.062500, -4.062500
1565.9, -97.952, 95.712, -2.3843, -0.187179, 0.478368, image00010.jpg, 1261.559680, 322607, 167.000000, -3.062500, -4.062500
1565.79, -81.1248, 95.5199, -2.40064, -0.484299, 0.477428, image00011.jpg, 1390.402912, 322620, 167.125000, -3.125000, -4.125000
1565.53, -47.0534, 94.6942, -2.25621, -1.22262, 0.796511, image00012.jpg, 1522.250400, 322633, 167.250000, -3.187500, -3.937500
1566.01, -5.67334, 94.4364, -2.20347, -1.14376, 0.242652, image00013.jpg, 1653.609312, 322646, 167.187500, -3.187500, -3.875000
1566.55, 38.6525, 94.274, -2.1912, -1.04116, 0.135728, image00014.jpg, 1785.877248, 322659, 167.125000, -3.062500, -3.812500
1567.08, 70.0526, 94.3351, -2.14536, -1.26056, 0.653288, image00015.jpg, 1922.161216, 322668, 167.062500, -3.125000, -3.937500
1567.5, 108.968, 94.0977, -1.98523, -1.16514, 0.774289, image00016.jpg, 2054.172448, 322679, 166.875000, -3.062500, -3.937500
1567.58, 145.227, 94.2697, -1.66157, -1.43656, 1.6396, image00017.jpg, 2186.774976, 322689, 166.750000, -3.125000, -3.875000
1569.54, 215.974, 95.8115, -1.95139, 0.426969, -2.07898, image00018.jpg, 2317.840384, 322709, 166.687500, -3.000000, -3.812500
1569.85, 250.483, 95.9625, -2.22951, 0.564308, -1.63953, image00019.jpg, 2453.585568, 322720, 166.562500, -3.000000, -4.000000
1569.06, 278.27, 95.4737, -2.08945, -0.255329, -1.65307, image00020.jpg, 2586.163936, 322730, 166.562500, -2.937500, -4.062500
1568.94, 331.741, 95.5822, -1.88967, -0.237779, -1.78052, image00021.jpg, 2722.317888, 322750, 166.437500, -3.000000, -3.937500
1569.53, 357.464, 96.1306, -2.24999, 0.437663, -1.59705, image00022.jpg, 2853.862912, 322760, 166.437500, -2.875000, -3.875000
1569.15, 386.547, 95.294, -1.9233, 0.0294329, -1.8114, image00023.jpg, 2985.849952, 322771, 166.562500, -2.937500, -3.937500
1569.42, 442.387, 95.2815, -1.76046, 0.0196911, -1.72575, image00024.jpg, 3122.593056, 322791, 166.500000, -2.812500, -4.000000
1569.82, 473.732, 95.166, -1.85964, 0.0352751, -1.72402, image00025.jpg, 3254.327040, 322802, 166.437500, -2.812500, -4.125000
1569.56, 502.917, 94.9342, -1.82529, 0.157825, -1.60921, image00026.jpg, 3390.183104, 322812, 166.312500, -2.812500, -4.062500
1569.33, 532.534, 94.5606, -1.42183, -0.28854, -1.56409, image00027.jpg, 3522.108672, 322822, 166.187500, -2.812500, -4.062500
1567.88, 593.978, 95.7215, 0.640915, 0.937761, -1.51509, image00028.jpg, 3654.055264, 322842, 162.875000, -2.562500, -4.062500
1564.96, 627.289, 95.6812, 3.37284, 0.468249, -1.71345, image00029.jpg, 3790.094528, 322853, 160.812500, -2.375000, -4.125000
1552.9, 687.215, 95.0869, 13.8702, 0.299447, -1.28051, image00030.jpg, 3922.088128, 322873, 152.375000, -1.875000, -4.375000
1539.66, 722.842, 95.1861, 24.5215, 0.0875569, -0.988628, image00031.jpg, 4053.914112, 322886, 141.812500, -1.062500, -4.312500
1516.84, 760.901, 95.3086, 37.3248, 0.944531, -0.874202, image00032.jpg, 4190.989504, 322900, 129.250000, -0.062500, -4.125000
1486.95, 790.91, 96.8897, 43.93, 1.27636, -0.115353, image00033.jpg, 4323.135104, 322913, 122.062500, 0.437500, -3.937500
1459.42, 816.776, 96.5883, 45.1102, 1.12918, -0.779088, image00034.jpg, 4458.137152, 322926, 120.500000, 0.500000, -3.875000
1431.88, 843.306, 97.3495, 45.0985, 1.38532, 0.0664288, image00035.jpg, 4590.443040, 322940, 120.437500, 0.562500, -3.812500
1407.56, 867.907, 97.8155, 44.4743, 1.83225, -0.405499, image00036.jpg, 4721.988416, 322953, 120.312500, 0.562500, -3.812500
1382.17, 890.913, 98.5425, 44.9051, 1.17937, -0.130775, image00037.jpg, 4854.491296, 322966, 120.500000, 0.437500, -3.812500
1356.99, 915.051, 98.4502, 44.7555, 1.1773, 0.0238771, image00038.jpg, 4990.129120, 322979, 120.562500, 0.562500, -3.875000
1329.74, 941.08, 98.1856, 44.6426, 1.76685, -0.659125, image00039.jpg, 5122.175072, 322993, 120.562500, 0.500000, -3.937500
1304.8, 964.535, 99.2881, 44.6899, 1.62217, -0.162409, image00040.jpg, 5258.067744, 323006, 120.562500, 0.562500, -3.812500
1279.66, 988.891, 98.8152, 44.7662, 1.73914, -0.54126, image00041.jpg, 5392.393216, 323019, 120.437500, 0.500000, -3.875000
1253, 1014.01, 99.3863, 44.6826, 1.91565, -0.599369, image00042.jpg, 5522.341920, 323033, 120.500000, 0.625000, -3.812500
1228.68, 1037.99, 99.5235, 44.6049, 1.77387, -0.546701, image00043.jpg, 5658.302336, 323046, 120.562500, 0.437500, -4.000000
1203.52, 1061.51, 100.344, 49.2373, 1.70277, -0.616853, image00044.jpg, 5790.910336, 323059, 116.562500, 0.750000, -3.812500
1184.17, 1076.51, 100.442, 54.6524, 2.31832, -0.234687, image00045.jpg, 5921.816800, 323068, 108.750000, 1.250000, -3.437500
1162.72, 1091.91, 100.753, 58.7446, 2.2039, 0.0125322, image00046.jpg, 6058.025280, 323078, 105.875000, 1.437500, -3.312500
1116.06, 1117.33, 101.478, 59.7495, 2.6908, -0.209629, image00047.jpg, 6191.668960, 323098, 105.500000, 1.312500, -3.375000
1091.61, 1130.64, 102.281, 59.9246, 1.28569, 0.218809, image00048.jpg, 6326.142336, 323109, 105.375000, 1.375000, -3.187500
1067.91, 1143.29, 102.57, 59.8782, 2.27634, -0.00913684, image00049.jpg, 6457.537856, 323119, 105.375000, 1.375000, -3.312500
1045.11, 1156.34, 102.892, 59.7063, 2.03819, -0.0398692, image00050.jpg, 6590.497952, 323129, 105.375000, 1.312500, -3.375000
988.277, 1185.96, 103.972, 62.9751, 2.30725, -0.0943979, image00051.jpg, 6725.532928, 323150, 101.625000, 1.500000, -3.250000
943.752, 1206.11, 104.054, 67.5691, 0.754067, 0.375934, image00052.jpg, 6858.657600, 323166, 97.750000, 2.062500, -2.937500
901.475, 1222.09, 103.595, 67.5952, 0.977167, -0.341056, image00053.jpg, 6994.237344, 323180, 97.187500, 2.187500, -2.750000
860.066, 1234.59, 105.334, 74.5859, 2.38861, 0.693422, image00054.jpg, 7126.136640, 323193, 91.375000, 2.500000, -2.375000
818.037, 1243.38, 104.32, 78.8078, -0.103443, 0.105353, image00055.jpg, 7258.227712, 323206, 86.375000, 2.875000, -1.937500
771.928, 1250.22, 105.135, 79.8392, -0.0975168, 0.0363199, image00056.jpg, 7395.192256, 323220, 85.375000, 2.812500, -2.000000
727.255, 1256.66, 105.337, 79.9017, -0.11012, -0.616457, image00057.jpg, 7526.462560, 323233, 85.187500, 2.750000, -1.937500
680.383, 1263.69, 106.322, 79.7441, -0.38372, -0.209283, image00058.jpg, 7658.380896, 323246, 85.187500, 2.812500, -1.812500
631.631, 1270.9, 107.998, 79.2472, 4.59769, 0.28603, image00059.jpg, 7793.674560, 323259, 85.250000, 2.875000, -1.875000
577.854, 1277.31, 108.609, 79.7631, 4.25043, 0.524243, image00060.jpg, 7927.571872, 323273, 85.125000, 3.000000, -1.875000
529.727, 1284.64, 109.366, 80.4907, -0.796336, 0.442092, image00061.jpg, 8058.064576, 323286, 84.875000, 3.000000, -2.000000
475.437, 1290.83, 110.708, 81.6407, -1.27709, 0.282611, image00062.jpg, 8194.163904, 323300, 83.437500, 3.187500, -1.687500
421.963, 1295.12, 111.687, 81.4025, -0.0941612, 0.686368, image00063.jpg, 8326.434592, 323313, 83.312500, 3.187500, -1.875000
371.719, 1300.48, 112.506, 81.4818, -0.0407373, 0.808706, image00064.jpg, 8458.678976, 323326, 83.125000, 3.125000, -1.875000
316.324, 1305.65, 114.196, 82.2264, 1.44433, 0.348723, image00065.jpg, 8593.941472, 323340, 82.937500, 3.250000, -1.750000
265.044, 1306.37, 115.702, 89.5708, 0.934578, 0.914722, image00066.jpg, 8726.172672, 323353, 75.875000, 3.312500, -1.062500
212.786, 1304.24, 116.415, 92.5884, 1.72298, 0.571217, image00067.jpg, 8858.663360, 323366, 72.500000, 3.312500, -0.750000
157.977, 1299.33, 117.586, 93.2028, 1.51207, 0.488276, image00068.jpg, 8994.490656, 323380, 71.875000, 3.250000, -0.687500
107.114, 1294.38, 118.55, 93.4391, 1.41819, 0.565696, image00069.jpg, 9126.911424, 323393, 71.750000, 3.250000, -0.687500
52.9144, 1288.72, 119.325, 93.3594, 1.63215, 0.548542, image00070.jpg, 9262.825312, 323407, 71.687500, 3.312500, -0.562500
2.51731, 1284.38, 119.886, 93.2468, 1.50899, 0.315972, image00071.jpg, 9394.712192, 323420, 71.687500, 3.250000, -0.687500
-48.2136, 1278.97, 121.521, 93.6413, 1.5046, 0.510768, image00072.jpg, 9526.140800, 323433, 71.562500, 3.250000, -0.562500
-102.69, 1273.42, 122.473, 93.7, 1.85638, 0.500859, image00073.jpg, 9662.244480, 323447, 71.500000, 3.187500, -0.500000
-152.825, 1268.42, 123.007, 93.725, 1.52069, 0.41603, image00074.jpg, 9794.725408, 323460, 71.437500, 3.062500, -0.562500
-180.121, 1265.77, 123.615, 93.912, 1.43619, 0.481168, image00075.jpg, 9927.203680, 323467, 71.312500, 3.125000, -0.625000
-218.855, 1259.88, 124.775, 94.9725, 1.62606, 0.732642, image00076.jpg, 10062.554912, 323477, 71.250000, 3.125000, -0.562500
-300.461, 1252.52, 126.154, 94.1236, 0.979632, 0.880764, image00077.jpg, 10198.338752, 323498, 71.250000, 3.000000, -0.562500
-338.004, 1245.56, 126.797, 95.5533, 1.84422, 0.789837, image00078.jpg, 10330.384480, 323508, 71.125000, 3.125000, -0.625000
-376.998, 1245.03, 127.139, 94.1034, 1.08389, 0.636627, image00079.jpg, 10462.502464, 323518, 71.125000, 3.125000, -0.625000
-415.933, 1240.61, 127.426, 94.1256, 1.46148, 0.343667, image00080.jpg, 10562.701536, 323528, 71.312500, 3.000000, -0.687500
-458.71, 1235.71, 128.005, 94.0444, 1.10082, 0.523114, image00081.jpg, 10692.987552, 323539, 71.437500, 3.062500, -0.562500
-535.456, 1227.83, 129.248, 93.7362, 0.908365, 0.210208, image00082.jpg, 10820.980896, 323559, 71.500000, 3.125000, -0.750000
-597.233, 1221.29, 130.139, 93.9122, 0.712226, 0.611115, image00083.jpg, 10949.086464, 323575, 71.437500, 3.125000, -0.687500
-648.02, 1215.86, 131.196, 94.2607, 1.14687, 0.603596, image00084.jpg, 11076.666432, 323588, 71.250000, 3.187500, -0.687500
-697.612, 1208.51, 131.308, 99.0843, 1.09831, 0.600522, image00085.jpg, 11206.006592, 323601, 67.062500, 3.187500, -0.250000
-746.553, 1195.97, 132.733, 102.51, 1.35546, 0.845839, image00086.jpg, 11334.103136, 323614, 64.375000, 3.062500, -0.125000
-795.83, 1184.48, 133.208, 102.908, 1.29498, 0.955714, image00087.jpg, 11464.095904, 323627, 63.875000, 3.062500, -0.187500
-844.676, 1172.34, 133.96, 103.469, 1.3818, 0.950699, image00088.jpg, 11594.331936, 323640, 63.750000, 3.125000, -0.062500
-891.746, 1158.73, 135.508, 113.189, 1.41847, 1.42613, image00089.jpg, 11729.974560, 323653, 54.125000, 3.187500, 0.687500
-942.306, 1138.06, 134.683, 116.919, 1.20156, 0.415701, image00090.jpg, 11863.238720, 323667, 49.687500, 3.250000, 1.062500
-985.787, 1114.49, 137.674, 117.37, 1.78982, 1.66453, image00091.jpg, 11997.893888, 323680, 49.000000, 3.000000, 1.125000
-1025.42, 1088.36, 141.638, 117.119, 1.63271, 2.05189, image00092.jpg, 12131.602144, 323694, 48.625000, 3.062500, 1.062500
-1069.49, 1063.53, 142.64, 117.206, 1.65082, 2.13095, image00093.jpg, 12262.727712, 323707, 48.250000, 3.125000, 1.125000
-1113.8, 1038.6, 144.037, 117.374, 1.87978, 2.48801, image00094.jpg, 12398.055968, 323720, 48.125000, 3.187500, 1.250000
-1158.69, 1014.11, 144.094, 117.854, 1.18394, 2.06242, image00095.jpg, 12530.044000, 323733, 47.937500, 3.312500, 1.250000
-1205.59, 987.297, 145.02, 117.869, 1.65913, 2.27498, image00096.jpg, 12665.976224, 323747, 47.625000, 3.250000, 1.312500
-1248.73, 961.833, 145.939, 117.961, 1.92139, 2.32714, image00097.jpg, 12798.340512, 323760, 47.625000, 3.125000, 1.312500
-1295.64, 935.956, 147.298, 117.92, 1.85825, 2.41513, image00098.jpg, 12931.608288, 323774, 47.562500, 3.125000, 1.312500
-1339.45, 911.159, 147.783, 117.941, 1.91189, 2.21136, image00099.jpg, 13066.253792, 323787, 47.500000, 3.125000, 1.375000
-1382.37, 885.648, 148.496, 118.257, 1.81946, 2.0612, image00100.jpg, 13198.576192, 323800, 47.437500, 3.062500, 1.312500
-1426.28, 861.536, 149.017, 117.323, 2.42775, 2.08623, image00101.jpg, 13330.180064, 323813, 47.437500, 3.187500, 1.562500
-1472.46, 833.064, 150.62, 118.284, 1.64634, 2.28549, image00102.jpg, 13466.606112, 323827, 47.250000, 3.250000, 1.562500
-1517.27, 808.21, 151.031, 118.211, 1.79471, 2.42333, image00103.jpg, 13598.419456, 323840, 47.125000, 3.125000, 1.562500
-1559.92, 782.509, 152.019, 118.295, 1.72015, 2.47674, image00104.jpg, 13730.711680, 323853, 47.062500, 3.375000, 1.562500
-1606.76, 754.862, 152.63, 118.41, 2.12617, 2.27679, image00105.jpg, 13866.346720, 323867, 46.875000, 3.250000, 1.687500
-1650.62, 729.304, 153.243, 118.464, 2.20199, 2.14754, image00106.jpg, 13998.612864, 323880, 46.687500, 3.187500, 1.625000
-1697.26, 701.415, 154.081, 118.653, 2.23926, 2.11067, image00107.jpg, 14134.537376, 323894, 46.562500, 3.125000, 1.687500
-1739.6, 675.215, 155.067, 118.824, 2.14984, 2.11652, image00108.jpg, 14266.765216, 323907, 46.500000, 3.062500, 1.687500
-1783.51, 649.481, 155.397, 119.061, 2.25352, 1.97828, image00109.jpg, 14398.525632, 323920, 46.187500, 3.062500, 1.625000
-1830.12, 616.291, 155.978, 125.235, 2.06234, 2.20822, image00110.jpg, 14534.156128, 323934, 40.500000, 2.750000, 2.187500
-1870.69, 584.508, 156.365, 126.874, 2.11985, 2.33343, image00111.jpg, 14667.962656, 323947, 38.312500, 2.625000, 2.375000
-1908.67, 551.117, 157.073, 128.298, 1.83898, 2.05018, image00112.jpg, 14799.105856, 323960, 37.875000, 2.687500, 2.500000
-1936.71, 529.993, 157.691, 127.256, 2.18981, 2.49013, image00113.jpg, 14934.788864, 323969, 37.437500, 2.750000, 2.437500
-1966.45, 504.66, 158.033, 129.078, 2.17147, 2.41483, image00114.jpg, 15066.695264, 323979, 32.437500, 2.812500, 2.875000
-2023.47, 443.748, 158.803, 135.737, 1.58998, 2.71604, image00115.jpg, 15203.427392, 324000, 30.062500, 2.562500, 3.125000
-2048.9, 413.564, 159.935, 136.835, 1.36816, 2.85044, image00116.jpg, 15335.032896, 324010, 29.625000, 2.562500, 3.250000
-2076.16, 385.229, 159.826, 136.392, 1.72349, 2.57798, image00117.jpg, 15466.066304, 324020, 29.250000, 2.312500, 3.125000
-2101.76, 355.809, 160.408, 136.995, 1.46807, 2.70751, image00118.jpg, 15603.331360, 324030, 28.937500, 2.250000, 3.250000
-2156.82, 294.253, 160.896, 137.038, 1.81975, 2.59609, image00119.jpg, 15734.480384, 324051, 28.750000, 2.250000, 3.312500
-2198.07, 246.915, 161.185, 137.176, 1.86955, 2.45811, image00120.jpg, 15866.060512, 324067, 28.562500, 2.312500, 3.312500
-2232.75, 204.823, 162.477, 137.976, 1.75701, 2.69362, image00121.jpg, 16002.928416, 324081, 28.312500, 2.062500, 3.187500
-2265.73, 166.116, 162.815, 138.352, 1.67774, 2.92646, image00122.jpg, 16134.270528, 324094, 28.062500, 2.187500, 3.312500
-2296.27, 124.61, 163.511, 143.765, 1.45299, 3.12413, image00123.jpg, 16270.463456, 324107, 23.125000, 1.937500, 3.750000
-2327.17, 79.8694, 163.725, 145.78, 1.28878, 3.09349, image00124.jpg, 16403.913600, 324121, 20.937500, 1.875000, 3.750000
-2355.34, 39.2561, 163.525, 145.636, 1.28479, 2.81028, image00125.jpg, 16534.554880, 324134, 20.687500, 1.875000, 3.750000
-2379.89, -0.236949, 164.428, 145.971, 1.15267, 3.06061, image00126.jpg, 16670.461568, 324147, 20.562500, 1.937500, 3.687500
-2404.41, -39.8301, 164.765, 150.868, 1.2594, 3.01182, image00127.jpg, 16802.371776, 324161, 17.000000, 1.500000, 3.812500
-2418.79, -77.1956, 165.444, 163.326, -0.239781, 3.27141, image00128.jpg, 16934.675904, 324174, 5.187500, 0.875000, 4.437500
-2427.21, -101.53, 166.04, 166.928, -0.524836, 4.03029, image00129.jpg, 17070.443712, 324183, 0.062500, 0.812500, 4.687500
-2438.68, -149.48, 165.542, 167.638, -0.571746, 2.58805, image00130.jpg, 17203.301856, 324201, 359.250000, 0.750000, 4.625000
-2447.56, -184.194, 165.822, 167.991, -0.470327, 3.02653, image00131.jpg, 17337.698880, 324214, 359.000000, 0.625000, 4.625000
