X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
1568.24, -49.8267, 95.999, 1.86633, -0.316838, 0.928197, image00001.jpg, 135.198336, 329038, 167.250000, -2.750000, -2.812500
1568.24, -49.8145, 96.0059, 1.87221, -0.324824, 0.981781, image00002.jpg, 267.361856, 329048, 167.250000, -2.812500, -3.062500
1568.24, -49.8181, 96.0135, 1.8676, -0.323661, 0.959099, image00003.jpg, 397.314560, 329069, 167.250000, -2.812500, -3.250000
1568.23, -49.8111, 96.0152, 1.86835, -0.33386, 0.9912, image00004.jpg, 526.455616, 329079, 167.250000, -2.875000, -3.437500
1568.26, -49.8084, 95.9961, 1.86845, -0.332481, 0.971535, image00005.jpg, 656.368576, 329089, 167.250000, -2.875000, -3.500000
1568.21, -49.7588, 95.9949, 1.87126, -0.305894, 0.959239, image00006.jpg, 789.394080, 329109, 167.250000, -2.875000, -3.625000
1567.59, -40.8534, 96.5055, 1.89361, -0.0998089, -0.601486, image00007.jpg, 889.901504, 329120, 167.375000, -2.750000, -3.562500
1567.52, -25.6006, 96.246, 1.85493, 0.0039997, -1.56884, image00008.jpg, 1018.702848, 329130, 167.437500, -2.875000, -3.562500
1566.38, -7.68943, 96.0832, 1.98275, 0.0674562, -1.54647, image00009.jpg, 1148.292768, 329140, 167.437500, -2.875000, -3.562500
1565.25, 11.4304, 95.9753, 2.04932, 0.140072, -1.47621, image00010.jpg, 1278.682112, 329150, 167.500000, -2.812500, -3.500000
1560.68, 54.4325, 94.4595, 2.34005, -1.4699, 1.68552, image00011.jpg, 1405.799840, 329171, 167.312500, -2.875000, -3.625000
1559.16, 76.4445, 94.5589, 2.33909, -1.72444, 2.56408, image00012.jpg, 1534.022688, 329181, 167.375000, -2.875000, -3.562500
1557.93, 99.7885, 94.5622, 2.0951, -1.11375, 0.751656, image00013.jpg, 1661.669152, 329191, 167.437500, -2.875000, -3.562500
1558.5, 130.837, 96.6794, 1.48923, 0.80483, -1.56512, image00014.jpg, 1790.850048, 329202, 167.312500, -2.875000, -3.687500
