X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
-1439.4, -1058.96, 149.34, 59.6169, 1.74085, 0.339336, image00001.jpg, 131.777536, 839176, 78.125000, -3.500000, -3.937500
-1439.38, -1058.95, 149.373, 59.6073, 1.74271, 0.351604, image00002.jpg, 262.693696, 839189, 78.125000, -3.437500, -4.000000
-1439.4, -1058.88, 149.363, 59.648, 1.73998, 0.364071, image00003.jpg, 394.016960, 839201, 78.125000, -3.375000, -4.062500
-1453.97, -1050.31, 149.662, 58.8402, 1.94906, 0.0482385, image00004.jpg, 524.544512, 839215, 78.687500, -3.500000, -3.937500
-1486.6, -1031.69, 150.098, 58.5981, 1.74912, 0.0269491, image00005.jpg, 655.969536, 839228, 78.937500, -3.562500, -4.000000
-1524.56, -1011.85, 154.712, 58.2772, 3.1461, 2.39153, image00006.jpg, 788.696640, 839242, 79.312500, -1.437500, -4.000000
-1560.81, -992.099, 158.914, 58.2393, 4.66463, 4.75054, image00007.jpg, 924.564032, 839255, 79.437500, 1.562500, -3.687500
-1596.47, -971.347, 163.443, 57.7993, 6.35005, 7.26622, image00008.jpg, 1056.765088, 839268, 79.562500, 4.687500, -3.500000
-1639.82, -948.319, 168.007, 57.5123, 7.61485, 8.0612, image00009.jpg, 1189.775456, 839282, 79.687500, 6.500000, -3.312500
-1687.32, -921.196, 172.668, 58.0955, 5.81802, 4.10091, image00010.jpg, 1324.827680, 839295, 79.437500, 2.000000, -2.875000
-1742.4, -890.649, 173.944, 58.5847, 1.72864, -1.61071, image00011.jpg, 1457.315616, 839308, 79.187500, -4.625000, -3.187500
-1801.95, -858.192, 173.793, 59.0734, -0.698012, -6.19095, image00012.jpg, 1588.741024, 839322, 79.125000, -10.187500, -2.812500
-1849.62, -827.418, 168.638, 59.1735, -2.63759, -7.30546, image00013.jpg, 1724.583904, 839334, 78.937500, -12.250000, -4.187500
-1894.55, -801.095, 163.388, 58.8952, -0.354388, -4.11461, image00014.jpg, 1857.304736, 839348, 78.937500, -8.125000, -4.125000
-1940.23, -775.328, 161.578, 58.7843, 0.56361, -1.97864, image00015.jpg, 1992.778080, 839361, 78.750000, -5.875000, -4.125000
-1988.99, -748.289, 159.503, 59.03, 1.64513, 0.0108499, image00016.jpg, 2124.589920, 839375, 78.625000, -3.500000, -4.000000
