X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
1553.52, -68.6352, 94.8855, 0.596132, -1.48785, 1.67847, image00001.jpg, 131.688832, 346620, 155.000000, -3.125000, -4.062500
1553.5, -68.6136, 94.8821, 0.602042, -1.51304, 1.72392, image00002.jpg, 263.403008, 346630, 155.000000, -3.125000, -4.062500
1553.52, -68.6206, 94.8773, 0.602949, -1.5091, 1.72223, image00003.jpg, 395.762912, 346641, 155.062500, -3.062500, -4.062500
1553.67, -66.031, 94.8671, 0.387949, -1.47934, 1.65762, image00004.jpg, 528.013376, 346651, 155.250000, -3.000000, -4.000000
1552.46, -31.9402, 94.7416, 0.286923, -1.41571, 1.56069, image00005.jpg, 658.482592, 346672, 155.250000, -3.000000, -3.937500
1550.65, 9.16182, 94.64, 0.0794869, -1.373, 1.5187, image00006.jpg, 789.432224, 346687, 155.500000, -3.062500, -3.875000
1551.02, 52.5809, 95.6723, -0.093271, -0.147143, -1.69372, image00007.jpg, 920.649184, 346700, 155.562500, -3.062500, -3.812500
1550.52, 101.758, 95.9511, -0.00818018, 0.260739, -2.04325, image00008.jpg, 1057.838464, 346714, 155.375000, -3.062500, -4.000000
1549.69, 137.749, 95.8655, 0.0360689, 0.0134624, -2.22166, image00009.jpg, 1159.745024, 346724, 155.250000, -3.000000, -3.937500
1547.95, 184.823, 95.8343, 0.0522466, 0.250819, -2.15664, image00010.jpg, 1291.350720, 346737, 155.187500, -3.000000, -3.875000
1546.39, 232.489, 95.8557, 0.0133753, 0.231574, -2.05586, image00011.jpg, 1420.988608, 346750, 155.187500, -2.937500, -3.875000
1544.44, 281.243, 95.761, 0.129152, -0.00647438, -1.44284, image00012.jpg, 1551.947232, 346763, 154.937500, -2.937500, -4.000000
1543.05, 322.968, 95.9382, 0.173866, -0.134563, -1.87253, image00013.jpg, 1683.269472, 346774, 154.812500, -2.937500, -4.000000
1541.31, 360.608, 95.1077, 0.433749, -0.21075, -1.95934, image00014.jpg, 1812.140480, 346784, 154.750000, -2.812500, -3.875000
1539.52, 398.37, 94.9425, 0.47287, -0.308653, -2.20022, image00015.jpg, 1944.453152, 346794, 154.812500, -2.812500, -3.937500
1538.79, 436.519, 95.5331, 0.438731, -0.00656442, -1.75142, image00016.jpg, 2074.441856, 346804, 154.687500, -2.687500, -4.000000
1535.64, 517.24, 95.3448, 0.37137, 0.3343, -1.55885, image00017.jpg, 2204.514336, 346825, 154.562500, -2.625000, -4.062500
1533.86, 555.176, 95.6391, 0.436055, 0.384046, -1.48762, image00018.jpg, 2334.919648, 346835, 154.625000, -2.687500, -4.000000
1532.99, 592.776, 95.7189, -1.21395, 0.211727, -1.69721, image00019.jpg, 2464.805728, 346845, 160.937500, -3.250000, -3.875000
1536.6, 674.835, 94.7227, -9.55959, -1.23752, -1.4804, image00020.jpg, 2594.895296, 346867, 164.625000, -3.687500, -3.875000
1542.66, 718.555, 94.2684, -10.0441, -1.62571, -1.00222, image00021.jpg, 2725.718048, 346879, 165.312500, -3.750000, -3.812500
1550.82, 775.104, 93.8535, -9.17823, -1.78312, -0.10922, image00022.jpg, 2857.176192, 346894, 165.000000, -3.812500, -3.812500
1553.73, 821.996, 93.6175, 4.0971, -1.16063, -0.640729, image00023.jpg, 2989.797728, 346907, 152.375000, -2.750000, -4.312500
1547.51, 873.45, 93.4426, 9.50591, -0.436995, -1.94945, image00024.jpg, 3124.376896, 346920, 145.187500, -2.187500, -4.437500
1526.86, 926.592, 95.2269, 25.2331, 1.09327, -0.781771, image00025.jpg, 3257.102720, 346934, 131.375000, -1.187500, -4.375000
1501.37, 973.753, 95.2526, 31.7938, 1.5055, -0.92556, image00026.jpg, 3392.966976, 346947, 123.437500, -0.562500, -4.187500
1470.86, 1017.98, 95.3432, 37.2563, 1.28514, -0.990733, image00027.jpg, 3525.297312, 346960, 117.562500, -0.250000, -4.125000
1452.57, 1040.77, 95.9957, 45.1563, 1.29573, -1.09575, image00028.jpg, 3657.081632, 346968, 104.375000, 0.750000, -3.687500
1426.53, 1071.18, 96.1299, 54.5056, 2.27665, -0.327482, image00029.jpg, 3792.961152, 346979, 98.937500, 0.875000, -3.500000
1367.98, 1112.11, 96.8546, 56.9723, 1.20706, -0.61996, image00030.jpg, 3924.456544, 346999, 97.875000, 0.875000, -3.500000
1335.38, 1127.9, 98.4136, 63.5155, 1.5278, 0.249113, image00031.jpg, 4024.897504, 347009, 92.000000, 1.562500, -3.062500
1296.99, 1144.87, 97.0279, 70.9599, -0.828602, 0.726175, image00032.jpg, 4128.422976, 347020, 84.625000, 1.812500, -2.875000
1261.74, 1156.47, 97.9695, 72.4147, 0.0361016, 0.601344, image00033.jpg, 4257.940704, 347030, 82.562500, 1.875000, -2.750000
