X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
-2384.09, -1469.61, 165.51, -41.8332, -0.815329, -0.604433, image00001.jpg, 132.821792, 927791, 173.187500, -2.875000, -4.625000
-2384.39, -1469.83, 165.411, -41.9158, -1.15898, -0.863435, image00002.jpg, 236.128800, 927801, 173.187500, -2.875000, -4.625000
-2384.65, -1469.95, 165.316, -41.9109, -1.17692, -0.874358, image00003.jpg, 366.207616, 927821, 173.187500, -2.875000, -4.625000
-2383.57, -1469.52, 165.818, -42.0133, -1.09212, -0.903546, image00004.jpg, 497.258016, 927832, 173.187500, -2.875000, -4.625000
-2382.72, -1468.29, 165.82, -42.0783, -0.690031, -0.997104, image00005.jpg, 626.612160, 927842, 173.375000, -2.250000, -4.562500
-2371.67, -1454.43, 168.166, -42.1518, 0.924557, -2.02263, image00006.jpg, 758.033152, 927863, 173.562500, -0.875000, -4.625000
-2351.82, -1433.66, 170.361, -42.0882, 1.09261, -3.24826, image00007.jpg, 889.210880, 927876, 173.625000, 0.250000, -4.500000
-2336.35, -1413.02, 170.492, -42.1313, 2.49572, -4.10303, image00008.jpg, 1019.817696, 927889, 173.500000, 1.687500, -4.562500
-2317.27, -1390.9, 172.281, -42.0003, 3.8585, -4.98954, image00009.jpg, 1150.549280, 927901, 173.500000, 3.312500, -4.687500
-2295.23, -1364.47, 174.413, -41.7549, 5.43106, -6.31407, image00010.jpg, 1280.438656, 927915, 173.437500, 5.250000, -4.562500
-2271.76, -1338.5, 178.611, -42.4911, 5.37358, -6.04142, image00011.jpg, 1410.446016, 927928, 173.937500, 5.375000, -4.812500
-2244.24, -1312.17, 179.191, -42.8376, 4.78616, -3.26177, image00012.jpg, 1541.392864, 927940, 174.437500, 3.000000, -6.312500
-2207.29, -1270.99, 178.746, -42.465, 2.0226, -0.267292, image00013.jpg, 1671.128512, 927954, 173.937500, -0.437500, -6.687500
-2172.43, -1229.16, 177.494, -41.8905, -2.9504, 3.18863, image00014.jpg, 1801.163904, 927965, 173.187500, -7.312500, -6.562500
-2135.96, -1183.74, 173.708, -40.7571, -7.45422, 6.57971, image00015.jpg, 1931.411648, 927975, 172.250000, -12.625000, -5.437500
-2102.84, -1139.44, 169.526, -40.7051, -6.67718, 4.41282, image00016.jpg, 2062.563552, 927985, 172.250000, -7.500000, -5.125000
-2062.41, -1093.88, 164.718, -40.8185, -3.64968, 1.85457, image00017.jpg, 2192.880256, 927995, 172.187500, -3.187500, -4.937500
-1984.85, -995.972, 158.823, -40.5637, -0.950257, -0.228958, image00018.jpg, 2323.573568, 928016, 171.937500, -2.812500, -4.812500
