X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
-1033.65, 330.969, 138.321, -136.118, -1.24752, 2.18109, image00001.jpg, 138.763072, 867814, 73.625000, -3.500000, -4.812500
-1033.2, 331.361, 138.178, -136.378, -1.24914, 2.08539, image00002.jpg, 269.778432, 867824, 73.625000, -3.500000, -4.812500
-1033.64, 330.969, 138.324, -136.121, -1.24844, 2.18166, image00003.jpg, 399.663328, 867834, 73.625000, -3.500000, -4.812500
-1033.2, 331.37, 138.179, -136.387, -1.21008, 2.06302, image00004.jpg, 528.502560, 867845, 73.625000, -3.500000, -4.812500
-1033.17, 331.242, 138.168, -136.46, -1.26249, 2.05756, image00005.jpg, 658.589472, 867867, 73.625000, -3.500000, -4.812500
-1022.46, 319.912, 137.939, -136.023, -0.938219, 2.2284, image00006.jpg, 789.812320, 867880, 73.875000, -3.500000, -4.812500
-1002.22, 300.243, 140.066, -136.67, -2.10389, -0.15695, image00007.jpg, 925.785504, 867894, 73.750000, -1.875000, -4.875000
-983.38, 279.832, 141.439, -136.579, -2.80801, 0.0628602, image00008.jpg, 1026.577984, 867904, 73.812500, -1.000000, -4.875000
-961.85, 260.515, 142.955, -136.951, -3.85796, -2.29416, image00009.jpg, 1127.443360, 867914, 74.062500, 0.875000, -4.687500
-932.336, 231.508, 145.597, -136.917, -5.8214, -3.99565, image00010.jpg, 1259.192224, 867927, 73.937500, 3.500000, -4.500000
-903.883, 197.591, 149.49, -135.602, -6.33567, -5.33689, image00011.jpg, 1388.484000, 867940, 73.437500, 5.687500, -5.812500
-865.621, 160.175, 151.354, -136.611, -3.92218, -4.19749, image00012.jpg, 1518.945728, 867953, 73.687500, 2.812500, -6.375000
-853.029, 147.886, 151.101, -136.408, -2.87946, -3.53229, image00013.jpg, 1649.014688, 867957, 73.375000, -0.750000, -7.062500
-782.125, 77.8799, 151.44, -135.239, 3.42649, 3.0011, image00014.jpg, 1778.974208, 867978, 72.625000, -7.000000, -6.687500
-739.714, 44.8405, 149.451, -135.324, 5.81485, 8.35697, image00015.jpg, 1908.293504, 867988, 71.937500, -12.687500, -3.812500
-709.075, 12.7808, 143.33, -134.735, 5.19923, 6.94716, image00016.jpg, 2038.911616, 867998, 71.750000, -10.312500, -4.187500
-676.771, -16.5883, 139.822, -134.635, 3.04331, 5.24622, image00017.jpg, 2169.903168, 868009, 71.750000, -6.312500, -3.875000
-617.698, -69.1885, 132.873, -133.937, -1.09197, 1.83356, image00018.jpg, 2301.918304, 868029, 71.312500, -3.500000, -3.937500
-584.873, -99.5813, 131.377, -133.645, -0.280033, 1.44176, image00019.jpg, 2431.367040, 868039, 70.937500, -3.562500, -4.000000
