X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Timestamp [ms], Frame
-565.237, -635.313, 136.03, 33.2447, 1.83259, -1.40715, 18042.381281, 5407
-592.25, -604.6, 137.849, 35.3965, 0.748578, 0.538897, 18160.388287, 5419
-617.414, -571.878, 138.809, 35.6472, 0.481803, 0.484378, 18274.120826, 5431
-644.844, -537.008, 139.931, 35.7218, 0.2739, 0.886226, 18405.337658, 5444
-669.903, -504.201, 140.348, 35.7583, 0.834951, 0.870188, 18526.559937, 5456
-694.861, -471.833, 141.331, 35.5624, 0.954998, 0.397171, 18648.100485, 5468
-724.197, -433.665, 141.902, 35.5422, 0.348643, 1.52396, 18783.551111, 5482
-747.603, -403.807, 142.32, 35.9113, 0.0769488, 1.84153, 18902.635133, 5493
-775.504, -368.541, 142.339, 36.2819, -0.13006, 2.45838, 19029.238397, 5506
-804.103, -332.688, 143.427, 36.4546, -0.135944, 2.31724, 19155.744095, 5519
-830.005, -299.707, 144.263, 36.7644, -0.405275, 2.55124, 19279.533875, 5531
-856.48, -267.077, 145.367, 36.9946, -0.343681, 2.44223, 19396.013307, 5543
-885.069, -232.13, 146.042, 37.1905, -0.024329, 2.20709, 19530.476548, 5556
-911.392, -200.408, 146.489, 37.2603, -0.0671431, 2.45554, 19651.986857, 5568
-935.593, -170.524, 147.251, 37.4538, -0.241426, 2.24414, 19762.181757, 5579
-965.082, -135.828, 148.361, 38.0834, -0.376478, 2.22308, 19884.685179, 5592
-985.9, -108.906, 148.958, 34.3862, -0.37449, 2.32229, 19995.686410, 5602
-1003.21, -79.8042, 149.399, 23.9204, 0.0855329, 2.28212, 20102.607861, 5613
-1012.13, -50.1631, 149.52, 9.82136, 0.00445287, 2.67766, 20214.416607, 5623
-1015.97, -9.38495, 150.076, -2.17507, 0.497968, 2.43647, 20325.670188, 5636
-1016.52, 27.1688, 150.503, -3.37628, 0.528811, 1.89275, 20435.571010, 5647
-1015.7, 64.5519, 150.672, -3.33295, 0.257331, 2.36332, 20553.523360, 5658
-1014.37, 109.477, 150.675, -3.12869, 0.24937, 2.1466, 20681.064186, 5671
-1013.53, 146.61, 150.633, -3.11475, 0.52636, 2.11214, 20794.595287, 5682
-1012.26, 198.009, 150.808, -3.3039, 0.307738, 2.63313, 20941.579047, 5697
-1012.15, 235.812, 150.564, -2.71114, 0.297176, 2.20153, 21052.437687, 5708
-1012.04, 274.379, 150.553, -2.13459, -0.092839, 2.17454, 21159.503938, 5719
-1011.74, 312.493, 150.472, -1.93505, 0.113685, 2.272, 21269.887221, 5730
-1012.02, 351.16, 150.678, -1.97474, 0.42588, 1.3905, 21374.480049, 5741
-1011.61, 386.209, 150.787, -2.24787, 0.421057, 1.16691, 21478.050357, 5751
-1011.89, 421.403, 150.605, -1.95604, 0.404091, 1.19303, 21586.895283, 5761
-1012.51, 463.256, 150.815, -1.46554, 0.143338, 1.93579, 21695.698577, 5773
-1012.52, 498.834, 150.954, -1.9747, 0.483806, 0.658486, 21799.635378, 5783
-1013.04, 536.282, 150.699, -1.52863, 0.203657, 1.06278, 21907.542199, 5794
-1013.74, 570.774, 151.094, -1.51076, 0.236603, 1.03755, 22012.094003, 5804
-1014.61, 612.342, 151.401, -1.26243, 0.211014, 0.468272, 22126.505610, 5816
-1015.2, 650.621, 151.514, -1.2793, 0.310013, 0.550984, 22238.162644, 5827
-1015.62, 688.352, 151.239, -1.0938, 0.347818, 1.25809, 22347.145266, 5838
-1016.15, 719.141, 151.366, -1.17697, 0.635397, 1.18129, 22451.704718, 5847
-1017.39, 760.56, 151.627, -0.898607, 0.583655, 1.23646, 22560.304526, 5859
-1018.7, 799.267, 151.801, -0.753415, 0.575916, 1.18129, 22665.664133, 5870
-1019.89, 835.176, 152.179, -0.485857, 0.580638, 1.24945, 22769.559814, 5880
-1020.12, 870.323, 152.179, -5.95924, 0.570058, 1.11786, 22873.657574, 5890
-1015.06, 911.563, 152.339, -12.6246, 0.623848, 1.17347, 22982.476900, 5901
-1007.67, 955.653, 152.401, -13.4684, 0.436065, 1.11284, 23089.572718, 5912
-998.721, 1000.13, 152.423, -13.5082, 0.461358, 1.15206, 23194.827014, 5923
-990.425, 1044.52, 152.875, -13.5372, 0.423794, 0.615798, 23304.513054, 5934
-982.215, 1084.14, 152.673, -21.5257, 0.414284, 1.18843, 23418.572183, 5945
-963.666, 1125.92, 152.515, -38.0165, 0.37847, 1.28196, 23552.520676, 5958
-934.743, 1160.3, 151.836, -45.6561, 0.484183, 1.28767, 23660.166859, 5969
-900.805, 1198.77, 151.002, -46.1712, -0.0420977, 1.37126, 23772.171378, 5980
-863.944, 1235.8, 150.925, -46.3945, 0.390295, 0.926367, 23880.929201, 5991
-826.397, 1272.19, 149.727, -46.8565, 0.552436, 1.72386, 24000.678434, 6002
-783.513, 1314.17, 146.119, -46.7959, -1.48533, 2.68971, 24121.516843, 6015
-739.646, 1363.07, 148.815, -45.4616, 0.547955, 1.48189, 24256.025268, 6029
-701.223, 1402.37, 143.117, -45.7514, -1.54503, 3.41421, 24375.901572, 6041
-666.679, 1438.47, 146.527, -48.7154, 0.475511, 1.92715, 24485.620572, 6052
-632.934, 1466.98, 146.378, -60.3793, 1.07832, 1.45592, 24600.072915, 6063
-594.064, 1491.12, 145.356, -67.83, 1.73828, 1.88671, 24713.831822, 6074
-547.575, 1513.49, 143.989, -68.6872, 2.06067, 1.82763, 24828.388676, 6086
-502.461, 1532.79, 142.971, -68.5491, 1.68803, 1.7041, 24948.780528, 6098
-457.801, 1551.74, 142.175, -68.3783, 1.94555, 1.91599, 25076.458825, 6111
-414.321, 1570.6, 141.625, -67.9645, 2.09916, 1.89606, 25209.187390, 6124
-379.066, 1586.65, 140.743, -67.8465, 1.37074, 1.58157, 25320.783945, 6135
-351.824, 1598.85, 140.137, -67.6264, 2.05357, 1.69863, 25429.086891, 6144
-313.372, 1616.1, 139.7, -67.3707, 1.60131, 1.47395, 25539.361023, 6157
-280.146, 1630.84, 139.225, -67.2409, 1.30084, 1.55543, 25649.879313, 6168
-248.921, 1645.3, 139.538, -67.1055, 0.266437, 0.929509, 25759.268332, 6178
-208.922, 1662.8, 138.585, -70.109, 0.110856, 0.957335, 25867.030513, 6190
-170.653, 1677.04, 137.135, -72.4044, 1.77749, 1.36831, 25974.115964, 6201
-136.054, 1689.13, 137.903, -72.855, -0.383476, 1.06202, 26078.689400, 6211
-96.7237, 1702.44, 136.21, -72.5406, 1.53897, 1.52157, 26192.761233, 6222
-54.4257, 1712.77, 135.313, -82.8774, 1.58591, 1.15311, 26305.496916, 6234
-11.0688, 1717.56, 134.166, -89.4653, 1.64144, 0.948148, 26420.795077, 6245
34.6927, 1720.15, 133.38, -90.4978, 1.61152, 0.973475, 26527.129428, 6256
77.7199, 1721.55, 132.294, -90.3452, 1.55549, 1.0971, 26639.972822, 6267
119.622, 1723.03, 131.291, -90.1134, 1.44759, 1.2006, 26747.382431, 6278
161.141, 1723.91, 130.474, -89.9045, 1.63102, 1.34675, 26864.746560, 6289
204.71, 1723.98, 129.408, -95.989, 1.69629, 1.07141, 26981.896228, 6301
240.391, 1709.28, 126.835, -107.839, -2.02375, 0.790808, 27098.552363, 6313
275.334, 1695.67, 125.724, -115.631, -2.46812, 1.15622, 27205.837940, 6324
306.694, 1680.21, 124.478, -116.67, -2.94363, 1.20621, 27310.477296, 6334
340.164, 1662.35, 123.561, -116.801, -2.98945, 1.21306, 27417.006846, 6345
371.104, 1646.68, 123.012, -116.843, -2.51042, 1.14792, 27530.160862, 6355
416.188, 1621.82, 121.696, -116.66, -2.8773, 1.20669, 27673.409993, 6370
453.27, 1602.6, 121.215, -116.727, -2.30769, 1.09663, 27788.551130, 6382
484.341, 1586.08, 120.34, -116.673, -2.24648, 1.10987, 27893.528756, 6392
518.575, 1568.02, 118.913, -116.308, -2.77939, 1.21472, 27999.650501, 6403
552.766, 1550.41, 118.57, -116.326, -2.28676, 0.985753, 28104.362081, 6414
584.764, 1534.81, 117.839, -116.222, -2.05591, 0.927874, 28206.074225, 6424
612.858, 1519.5, 117.094, -115.886, -2.28214, 0.942066, 28309.842547, 6433
651.514, 1500.15, 116.16, -115.575, -2.3745, 0.867837, 28414.677294, 6445
683.64, 1484.36, 115.374, -115.5, -2.30617, 1.0934, 28516.627581, 6455
715.48, 1468.35, 114.682, -115.319, -2.1721, 1.01302, 28620.955451, 6465
737.286, 1458.38, 114.161, -115.252, -2.24745, 1.04853, 28722.052784, 6475
741.096, 1457.42, 114.121, -115.45, -2.05263, 0.955021, 28835.864875, 6487
740.865, 1457.55, 114.129, -115.441, -2.05511, 0.944263, 28942.900758, 6497
740.861, 1457.54, 114.119, -115.443, -2.0525, 0.947922, 29047.106581, 6508
740.87, 1457.54, 114.107, -115.449, -2.06084, 0.935426, 29154.082432, 6519
740.863, 1457.54, 114.121, -115.445, -2.051, 0.945281, 29255.621874, 6529
740.878, 1457.52, 114.099, -115.452, -2.06634, 0.932386, 29383.171563, 6541
740.874, 1457.52, 114.121, -115.449, -2.04403, 0.935492, 29507.018304, 6554
740.864, 1457.53, 114.131, -115.45, -2.05696, 0.939225, 29629.188799, 6566
740.859, 1457.52, 114.119, -115.442, -2.06163, 0.939425, 29750.151688, 6578
740.877, 1457.53, 114.132, -115.449, -2.03328, 0.941355, 29870.062520, 6589
740.865, 1457.55, 114.121, -115.447, -2.06072, 0.935497, 29989.604554, 6602
740.863, 1457.57, 114.119, -115.448, -2.06062, 0.934888, 30108.583777, 6614
740.867, 1457.57, 114.12, -115.456, -2.06808, 0.934792, 30224.424301, 6625
740.844, 1457.55, 114.102, -115.446, -2.07268, 0.944764, 30350.234451, 6638
740.849, 1457.55, 114.101, -115.444, -2.06455, 0.946339, 30473.283437, 6649
740.856, 1457.54, 114.107, -115.45, -2.06995, 0.945298, 30594.270549, 6661
740.852, 1457.55, 114.108, -115.453, -2.06849, 0.945715, 30714.874880, 6675
740.861, 1457.54, 114.118, -115.445, -2.05342, 0.948044, 30833.877687, 6687
