X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
1543.56, -58.9945, 95.7266, -4.31582, -0.825532, 1.53401, image00001.jpg, 135.169152, 315819, 187.875000, -3.000000, -3.937500
1543.56, -59.0003, 95.7296, -4.31841, -0.81156, 1.46396, image00002.jpg, 235.405728, 315828, 187.875000, -3.000000, -3.937500
1543.55, -58.9997, 95.7227, -4.32642, -0.819902, 1.46903, image00003.jpg, 365.829792, 315848, 187.875000, -3.000000, -3.937500
1543.55, -58.9978, 95.7229, -4.32867, -0.80867, 1.43662, image00004.jpg, 494.136256, 315859, 187.875000, -3.000000, -3.937500
1543.55, -59.0196, 95.7232, -4.32045, -0.809556, 1.47965, image00005.jpg, 623.255328, 315877, 187.875000, -3.000000, -3.937500
1543.55, -59.0129, 95.733, -4.33713, -0.816837, 1.47656, image00006.jpg, 752.428096, 315889, 187.875000, -3.000000, -3.937500
1543.54, -59.0098, 95.7208, -4.33074, -0.817427, 1.46674, image00007.jpg, 880.188608, 315903, 187.875000, -3.000000, -3.937500
1543.54, -59.0102, 95.7158, -4.33013, -0.806733, 1.42906, image00008.jpg, 1009.501568, 315916, 187.875000, -3.000000, -3.937500
1543.54, -59.0026, 95.7131, -4.32865, -0.803891, 1.457, image00009.jpg, 1139.190208, 315929, 187.875000, -3.000000, -3.937500
1543.54, -59.0076, 95.7115, -4.3169, -0.807943, 1.47631, image00010.jpg, 1270.655136, 315942, 187.875000, -3.000000, -3.937500
1543.19, -58.593, 95.0125, -4.14581, -1.36326, 1.61874, image00011.jpg, 1399.828928, 315955, 187.875000, -3.000000, -3.937500
1543.67, -44.2847, 95.1249, -4.19523, -1.37856, 1.67715, image00012.jpg, 1531.815776, 315968, 188.062500, -2.937500, -3.937500
