Time [s], Filename, Frame, X, Y, Z, Rx, Ry, Rz
4.27535, ftl-1/snapshot_31.png, 2037656, 476.211, -26.1292, 114.929, 82.9604, 0.294885, 1.28174
4.4047, ftl-1/snapshot_32.png, 2037666, 446.883, -22.249, 115.319, 83.1198, 0.349074, 1.35272
4.54482, ftl-1/snapshot_33.png, 2037677, 414.755, -17.9939, 115.865, 83.1183, 0.356711, 1.29491
4.67472, ftl-1/snapshot_34.png, 2037697, 356.484, -10.1323, 116.86, 83.4434, 0.149349, 1.42437
4.80718, ftl-1/snapshot_35.png, 2037708, 323.18, -5.97409, 117.764, 83.4062, 0.311714, 1.35794
4.94207, ftl-1/snapshot_36.png, 2037727, 264.936, 1.56931, 118.676, 83.8719, 0.304807, 1.51167
5.07778, ftl-1/snapshot_37.png, 2037741, 222.347, 6.83088, 119.551, 83.8874, 0.127913, 1.59598
5.20495, ftl-1/snapshot_38.png, 2037754, 182.678, 11.5394, 120.776, 84.0669, -0.00469001, 1.75435
5.3431, ftl-1/snapshot_39.png, 2037767, 142.575, 16.3709, 121.456, 84.1674, 0.0600953, 1.54041
5.47532, ftl-1/snapshot_40.png, 2037781, 99.3705, 21.423, 122.364, 84.4122, 0.300677, 1.53415
5.6086, ftl-1/snapshot_41.png, 2037794, 61.1147, 26.5035, 123.09, 80.8466, 0.275014, 1.50682
5.74515, ftl-1/snapshot_42.png, 2037808, 20.6937, 33.7969, 124.675, 76.0306, 0.725093, 1.64858
5.87917, ftl-1/snapshot_43.png, 2037821, -17.9386, 43.4479, 125.424, 76.0786, 0.862304, 1.54331
6.00788, ftl-1/snapshot_44.png, 2037830, -44.827, 50.274, 125.758, 76.2157, 0.987556, 1.60304
6.14272, ftl-1/snapshot_45.png, 2037841, -78.3101, 58.3669, 126.284, 76.3734, 1.0582, 1.55193
6.27237, ftl-1/snapshot_46.png, 2037851, -108.527, 66.0875, 127.164, 76.6716, 1.07011, 1.52107
6.40512, ftl-1/snapshot_47.png, 2037871, -163.097, 85.038, 128.567, 65.1418, 0.848286, 1.78706
6.54526, ftl-1/snapshot_48.png, 2037882, -194.781, 99.8996, 129.106, 64.3385, 0.864497, 1.56233
6.67892, ftl-1/snapshot_49.png, 2037892, -223.258, 113.586, 129.664, 64.4279, 1.06382, 1.73869
6.80862, ftl-1/snapshot_50.png, 2037912, -281.381, 142.313, 130.818, 64.679, 0.577447, 1.93082
6.94537, ftl-1/snapshot_51.png, 2037928, -328.433, 165.619, 131.768, 64.9207, 0.465496, 1.84082
7.07873, ftl-1/snapshot_52.png, 2037941, -366.714, 183.78, 132.236, 65.2179, 0.462721, 1.93468
7.2112, ftl-1/snapshot_53.png, 2037954, -405.026, 202.029, 133.092, 65.4536, 0.348468, 1.98154
7.34301, ftl-1/snapshot_54.png, 2037967, -443.501, 220.746, 134.249, 65.3957, 0.670202, 1.62156
7.47833, ftl-1/snapshot_55.png, 2037981, -485.227, 240.266, 134.79, 64.525, 0.695331, 1.65405
7.61087, ftl-1/snapshot_56.png, 2037994, -518.453, 257.714, 134.799, 58.1563, 1.03113, 1.34292
7.74279, ftl-1/snapshot_57.png, 2038007, -552.913, 281.275, 136.717, 57.0811, 0.860032, 2.1889
7.87901, ftl-1/snapshot_58.png, 2038021, -592.767, 305.229, 135.978, 58.6621, 0.771022, 1.28387
8.0089, ftl-1/snapshot_59.png, 2038034, -630.142, 327.336, 135.056, 59.5987, 0.44855, 0.377952
8.14229, ftl-1/snapshot_60.png, 2038047, -665.768, 351.632, 138.124, 59.1989, 1.15372, 2.13879
8.27908, ftl-1/snapshot_61.png, 2038061, -705.328, 376.527, 139.814, 58.0539, 1.41755, 2.28366
8.41261, ftl-1/snapshot_62.png, 2038074, -742.758, 400.189, 140.202, 59.0732, 0.981986, 2.42382
8.55207, ftl-1/snapshot_63.png, 2038088, -784.037, 424.468, 140.68, 59.3386, 0.94341, 1.88911
8.68203, ftl-1/snapshot_64.png, 2038101, -820.682, 447.736, 141.452, 59.2613, 0.565309, 2.78703
8.81165, ftl-1/snapshot_65.png, 2038114, -858.333, 470.708, 142.05, 59.6427, 0.568846, 2.51352
8.94672, ftl-1/snapshot_66.png, 2038128, -898.021, 494.418, 143.081, 59.9673, 0.757952, 2.5404
9.07675, ftl-1/snapshot_67.png, 2038141, -936.2, 517.101, 143.548, 60.1514, 0.270453, 2.81791
9.20915, ftl-1/snapshot_68.png, 2038154, -972.17, 539.439, 144.967, 60.1315, 0.829333, 2.81125
9.34871, ftl-1/snapshot_69.png, 2038168, -1013.86, 561.04, 145.793, 63.8554, 0.874735, 2.61239
9.47911, ftl-1/snapshot_70.png, 2038181, -1053.2, 580.225, 146.316, 64.4085, 0.697864, 2.67832
9.60863, ftl-1/snapshot_71.png, 2038194, -1091.78, 599.376, 147.268, 64.4207, 0.847164, 2.31219
9.74915, ftl-1/snapshot_72.png, 2038208, -1136.43, 618.378, 148.064, 69.0451, 0.578887, 2.75945
9.88275, ftl-1/snapshot_73.png, 2038221, -1177.5, 631.236, 148.699, 79.4451, 0.287455, 2.51771
10.0156, ftl-1/snapshot_74.png, 2038230, -1207.68, 636.325, 150.001, 82.1473, -0.177206, 2.67939
10.1487, ftl-1/snapshot_75.png, 2038240, -1241.7, 642.594, 149.935, 81.6309, 0.342591, 2.49367
10.2769, ftl-1/snapshot_76.png, 2038250, -1274.82, 648.104, 150.867, 81.9033, 0.288868, 2.26346
10.4153, ftl-1/snapshot_77.png, 2038271, -1331.3, 656.589, 151.749, 82.1126, 0.418307, 2.37051
10.5471, ftl-1/snapshot_78.png, 2038281, -1354.7, 660.32, 152.107, 82.086, 0.722367, 2.41428
10.6796, ftl-1/snapshot_79.png, 2038291, -1377.67, 663.741, 152.732, 81.9012, 0.901172, 2.47822
10.813, ftl-1/snapshot_80.png, 2038312, -1424.46, 671.216, 153.286, 81.787, 1.25611, 2.35294
10.9491, ftl-1/snapshot_81.png, 2038328, -1460.11, 675.952, 153.66, 82.4736, 0.25838, 2.20493
11.0844, ftl-1/snapshot_82.png, 2038342, -1491.85, 679.52, 155.079, 87.2556, -0.452812, 2.58209
11.2126, ftl-1/snapshot_83.png, 2038354, -1520.9, 683.016, 151.69, 87.1886, 0.137533, 0.0069606
11.3452, ftl-1/snapshot_84.png, 2038368, -1553.92, 684.582, 152.245, 87.3559, 0.291427, -0.107603
11.4823, ftl-1/snapshot_85.png, 2038381, -1584.28, 685.971, 152.792, 87.4411, 0.2151, -0.021081
11.615, ftl-1/snapshot_86.png, 2038395, -1616.53, 686.429, 156.697, 89.2898, 0.173896, 2.35324
11.7467, ftl-1/snapshot_87.png, 2038408, -1646.73, 688.101, 154.155, 97.4714, 0.433177, 0.0987766
11.8841, ftl-1/snapshot_88.png, 2038422, -1680.94, 683.674, 154.421, 99.5049, 0.574935, -0.14231
12.0126, ftl-1/snapshot_89.png, 2038424, -1685.76, 682.832, 154.34, 99.5896, 0.579837, -0.188316
12.153, ftl-1/snapshot_90.png, 2038445, -1736.23, 674.777, 155.33, 99.7546, 0.598353, -0.313859
12.2828, ftl-1/snapshot_91.png, 2038455, -1762.93, 668.84, 159.603, 101.077, -0.235909, 2.51097
12.4125, ftl-1/snapshot_92.png, 2038465, -1791.21, 663.371, 160.124, 101.338, -0.024828, 2.13387
12.5439, ftl-1/snapshot_93.png, 2038486, -1854.37, 643.453, 161.759, 113.609, -2.22667, 2.02258
12.6852, ftl-1/snapshot_94.png, 2038496, -1882.67, 632.687, 161.558, 114.233, -2.0994, 1.83216
12.8168, ftl-1/snapshot_95.png, 2038506, -1911.03, 622.205, 161.439, 114.016, -0.270675, 2.25333
12.9509, ftl-1/snapshot_96.png, 2038528, -1973.58, 598.336, 158.021, 112.83, 1.26808, -0.109346
13.0805, ftl-1/snapshot_97.png, 2038541, -2009.32, 581.464, 161.636, 114.424, -1.26823, 2.29508
13.2162, ftl-1/snapshot_98.png, 2038555, -2047.23, 565.525, 162.349, 114.403, -1.86158, 2.59075
13.3517, ftl-1/snapshot_99.png, 2038568, -2081.96, 548.809, 162.394, 120.331, -1.95441, 2.16646
13.4833, ftl-1/snapshot_100.png, 2038581, -2114.7, 526.882, 163.974, 127.633, -1.8258, 2.35337
13.6208, ftl-1/snapshot_101.png, 2038595, -2150.86, 500.492, 164.008, 128.8, -1.26258, 2.1043
13.7503, ftl-1/snapshot_102.png, 2038608, -2180.4, 477.565, 165.178, 128.968, -1.54718, 2.21369
13.8827, ftl-1/snapshot_103.png, 2038621, -2212.77, 453.922, 164.859, 129.058, -1.1455, 2.3176
14.0167, ftl-1/snapshot_104.png, 2038629, -2229.83, 439.698, 165.965, 129.094, -1.02066, 2.35815
14.149, ftl-1/snapshot_105.png, 2038639, -2252.26, 421.606, 166.409, 129.042, -0.371548, 2.26825
14.2807, ftl-1/snapshot_106.png, 2038660, -2300.32, 383.606, 165.546, 129.064, 1.15555, 0.563773
14.4192, ftl-1/snapshot_107.png, 2038670, -2323.99, 365.424, 165.879, 128.794, 1.22376, 0.565547
14.552, ftl-1/snapshot_108.png, 2038680, -2347.36, 346.881, 166.487, 129.159, 1.16529, 0.561478
14.6807, ftl-1/snapshot_109.png, 2038691, -2372.36, 323.702, 166.703, 137.085, 1.23897, 0.911323
14.817, ftl-1/snapshot_110.png, 2038711, -2411.56, 272.478, 167.322, 147.48, 1.32595, 1.24544
14.9537, ftl-1/snapshot_111.png, 2038728, -2438.03, 230.831, 167.585, 148.12, 1.2354, 0.833809
15.0872, ftl-1/snapshot_112.png, 2038742, -2457.07, 201.658, 167.9, 148.308, 1.39365, 1.15038
15.2202, ftl-1/snapshot_113.png, 2038755, -2473.44, 175.392, 168.015, 148.368, 1.35886, 1.16299
15.3483, ftl-1/snapshot_114.png, 2038768, -2489.39, 148.898, 168.549, 148.638, 1.38915, 1.27715
15.4869, ftl-1/snapshot_115.png, 2038782, -2507.11, 121.221, 168.592, 148.645, 1.4319, 1.22084
15.6199, ftl-1/snapshot_116.png, 2038795, -2522.56, 95.9936, 168.933, 148.699, 1.18816, 1.42652
15.7511, ftl-1/snapshot_117.png, 2038808, -2538.71, 70.879, 169.247, 148.587, 1.34107, 1.21602
15.8849, ftl-1/snapshot_118.png, 2038821, -2553.46, 43.4555, 169.364, 153.239, 1.28924, 1.4448
16.0211, ftl-1/snapshot_119.png, 2038834, -2568.54, 16.3624, 169.975, 159.549, 1.17285, 1.4812
16.154, ftl-1/snapshot_120.png, 2038844, -2577.03, -5.24337, 169.728, 161.637, 1.23087, 1.43906
16.2874, ftl-1/snapshot_121.png, 2038854, -2582.16, -28.9056, 170.134, 168.234, 0.842745, 2.00253
16.4194, ftl-1/snapshot_122.png, 2038865, -2587.44, -55.2674, 170.252, 172.848, 0.722247, 1.74293
16.5487, ftl-1/snapshot_123.png, 2038885, -2588.88, -106.209, 169.852, -176.627, 0.737809, 1.30038
16.687, ftl-1/snapshot_124.png, 2038895, -2587.49, -129.932, 170.214, -176.291, 0.492046, 1.66424
16.8212, ftl-1/snapshot_125.png, 2038906, -2585.78, -155.546, 170.303, -176.076, 0.496263, 1.73469
16.9553, ftl-1/snapshot_126.png, 2038929, -2581.64, -208.436, 171.107, -176.117, 0.3312, 2.31743
17.0849, ftl-1/snapshot_127.png, 2038941, -2579.02, -236.4, 171.731, -175.736, 0.153394, 2.55911
17.2174, ftl-1/snapshot_128.png, 2038955, -2500.94, -171.939, 161.153, -51.0975, -9.36662, 4.35966
17.3552, ftl-1/snapshot_129.png, 2038969, -2499.79, -204.866, 159.428, -50.9, -10.8549, 5.03749
17.4846, ftl-1/snapshot_130.png, 2038981, -2505.88, -235.574, 156.439, -50.7492, -11.4563, 4.83325
17.6188, ftl-1/snapshot_131.png, 2038995, -2582.12, -367.836, 170.226, -172.754, -3.62595, 6.64056
17.7544, ftl-1/snapshot_132.png, 2039008, -2576.87, -396.739, 171.165, -173.962, -1.89809, 3.54886
17.8893, ftl-1/snapshot_133.png, 2039022, -2578.73, -431.516, 169.727, -172.62, -3.33398, 4.80989
18.0204, ftl-1/snapshot_134.png, 2039035, -2573.42, -461.187, 170.977, -173.419, -1.7467, 1.78641
18.154, ftl-1/snapshot_135.png, 2039048, -2571.29, -491.579, 170.513, -173.642, -1.6081, 1.8126
18.288, ftl-1/snapshot_136.png, 2039062, -2569.33, -524.45, 171.267, -172.129, -4.17539, 7.27741
18.4231, ftl-1/snapshot_137.png, 2039075, -2567.8, -554.69, 168.106, -174.221, 0.247204, 2.4713
18.5551, ftl-1/snapshot_138.png, 2039089, -2562.81, -586.568, 171.208, -174.025, -1.33949, 1.74608
18.6848, ftl-1/snapshot_139.png, 2039101, -2558.26, -613.752, 171.798, -173.954, -1.19559, 1.63375
18.825, ftl-1/snapshot_140.png, 2039116, -2554.44, -648.339, 172.166, -174.296, -0.804305, 2.31934
18.9544, ftl-1/snapshot_141.png, 2039128, -2550.97, -676.303, 173.11, -174.024, -1.18444, 2.19851
19.0912, ftl-1/snapshot_142.png, 2039142, -2547.64, -708.487, 173.804, -173.949, -1.14464, 1.05111
19.2208, ftl-1/snapshot_143.png, 2039155, -2544.28, -738.417, 174.126, -174.131, -0.914307, 1.734
19.3524, ftl-1/snapshot_144.png, 2039168, -2538.19, -762.984, 174.127, -170.982, -0.155389, 0.539766
19.4908, ftl-1/snapshot_145.png, 2039182, -2534.09, -773.802, 173.236, -162.584, 0.130573, 0.586358
19.6236, ftl-1/snapshot_146.png, 2039195, -2525.3, -780.273, 174.842, -152.671, -0.0081876, 0.87442
19.7549, ftl-1/snapshot_147.png, 2039209, -2521.32, -784.577, 174.804, -143.067, 0.0207204, 0.897534
19.8887, ftl-1/snapshot_148.png, 2039222, -2521.3, -785.211, 174.834, -142.625, 0.0329483, 0.873317
20.0209, ftl-1/snapshot_149.png, 2039233, -2521.19, -785.249, 174.868, -142.622, -0.0186384, 0.924105
20.157, ftl-1/snapshot_150.png, 2039243, -2519.78, -786.733, 174.776, -142.517, -0.132002, 0.929631
20.2931, ftl-1/snapshot_151.png, 2039254, -2507.55, -803.791, 174.52, -142.591, -0.0894608, 0.836961
20.423, ftl-1/snapshot_152.png, 2039274, -2475.7, -845.227, 173.901, -142.664, -0.0854378, 0.937844
20.5576, ftl-1/snapshot_153.png, 2039284, -2459.04, -867.168, 173.679, -142.797, -0.122777, 1.09553
20.691, ftl-1/snapshot_154.png, 2039295, -2440.41, -891.9, 173.32, -142.579, 0.0430563, 0.96725
20.8233, ftl-1/snapshot_155.png, 2039305, -2423.27, -914.162, 173.128, -142.309, 0.113499, 0.737135
20.9597, ftl-1/snapshot_156.png, 2039325, -2392.78, -954.973, 170.176, -142.088, -0.135011, 0.346585
21.0894, ftl-1/snapshot_157.png, 2039336, -2390.81, -957.16, 170.256, -142.076, -0.710218, 0.875477
21.2226, ftl-1/snapshot_158.png, 2039346, -2391, -956.967, 170.243, -142.076, -0.685326, 0.856626
21.3606, ftl-1/snapshot_159.png, 2039366, -2384.54, -960.052, 170.566, -127.571, -0.681814, 0.977053
21.4893, ftl-1/snapshot_160.png, 2039377, -2381.22, -961.525, 170.612, -119.32, -1.23702, 0.825542
21.6258, ftl-1/snapshot_161.png, 2039387, -2380.75, -962.016, 170.581, -118.766, -1.2144, 0.796531
21.7611, ftl-1/snapshot_162.png, 2039407, -2363.18, -971.703, 170.425, -118.618, -1.08704, 0.749667
21.8918, ftl-1/snapshot_163.png, 2039418, -2339.92, -983.988, 170.113, -118.358, -1.26252, 0.773704
22.0267, ftl-1/snapshot_164.png, 2039428, -2317.27, -996.565, 169.499, -118.056, -0.778991, 0.595951
22.1586, ftl-1/snapshot_165.png, 2039438, -2293.91, -1009.05, 168.884, -117.9, -0.836991, 0.529947
22.2896, ftl-1/snapshot_166.png, 2039459, -2244.57, -1035.33, 168.371, -117.77, -0.753131, 0.586854
22.428, ftl-1/snapshot_167.png, 2039469, -2221.01, -1047.77, 167.996, -117.709, -0.746345, 0.575027
22.5596, ftl-1/snapshot_168.png, 2039479, -2197.33, -1060.32, 167.533, -117.573, -0.654075, 0.589917
22.6902, ftl-1/snapshot_169.png, 2039499, -2148.71, -1084.76, 166.618, -115.149, -0.601908, 0.625855
22.8292, ftl-1/snapshot_170.png, 2039510, -2121.18, -1096.52, 166.283, -108.051, -0.497669, 0.533006
22.9587, ftl-1/snapshot_171.png, 2039529, -2072.04, -1110.78, 165.308, -98.7462, -5.98566, 0.496761
23.0954, ftl-1/snapshot_172.png, 2039543, -2034.7, -1116.44, 164.457, -98.3535, -5.98908, 0.564293
23.2252, ftl-1/snapshot_173.png, 2039555, -2003.88, -1121.09, 163.757, -98.1818, -5.92018, 0.428398
23.3563, ftl-1/snapshot_174.png, 2039569, -1966.86, -1126.27, 162.984, -98.0811, -5.94536, 0.598902
23.4997, ftl-1/snapshot_175.png, 2039583, -1930.15, -1131.71, 162.178, -97.7903, -5.8537, 0.427909
23.6277, ftl-1/snapshot_176.png, 2039596, -1895.09, -1135.76, 161.873, -97.1743, -0.678505, 0.257546
23.7588, ftl-1/snapshot_177.png, 2039609, -1860.87, -1140.5, 161.108, -97.0067, -0.230607, 0.315888
23.8928, ftl-1/snapshot_178.png, 2039622, -1826.84, -1144.92, 160.508, -96.8497, 0.252754, 0.23638
24.0293, ftl-1/snapshot_179.png, 2039636, -1789.6, -1149.73, 159.799, -96.7911, -0.305419, 0.339853
24.159, ftl-1/snapshot_180.png, 2039649, -1755.1, -1154.08, 159.059, -96.4386, -0.170901, 0.438343
24.2957, ftl-1/snapshot_181.png, 2039663, -1718.28, -1158.24, 158.71, -96.2959, 0.153045, 0.341274
24.4274, ftl-1/snapshot_182.png, 2039676, -1684.89, -1162.53, 157.922, -96.3012, -0.247442, 0.395611
24.5649, ftl-1/snapshot_183.png, 2039689, -1649.79, -1164.98, 157.007, -91.1729, -0.237204, 0.2067
24.6951, ftl-1/snapshot_184.png, 2039703, -1613.16, -1166.43, 156.725, -85.6826, -0.869434, 0.014031
24.8272, ftl-1/snapshot_185.png, 2039716, -1579.24, -1164.2, 156.099, -85.2055, 0.00614583, 0.200199
24.9614, ftl-1/snapshot_186.png, 2039725, -1554.13, -1162.06, 155.757, -84.9206, -0.883674, 0.24047
25.0928, ftl-1/snapshot_187.png, 2039735, -1528.11, -1160.51, 154.939, -84.8476, -0.221738, 0.329204
25.2262, ftl-1/snapshot_188.png, 2039745, -1501.32, -1158.48, 154.465, -84.7626, -0.231134, 0.359972
25.3663, ftl-1/snapshot_189.png, 2039766, -1446.63, -1153.9, 153.569, -84.6715, 0.0817108, 0.229665
25.4965, ftl-1/snapshot_190.png, 2039776, -1420.61, -1151.69, 153.021, -84.5518, 0.0559416, 0.283188
25.6327, ftl-1/snapshot_191.png, 2039786, -1393.95, -1149.72, 152.382, -84.3293, -0.17403, 0.366033
25.7649, ftl-1/snapshot_192.png, 2039807, -1338.04, -1144.9, 151.635, -84.1015, -0.256792, 0.380738
25.8953, ftl-1/snapshot_193.png, 2039817, -1311.75, -1142.81, 151.175, -83.8959, -0.239263, 0.186775
26.0292, ftl-1/snapshot_194.png, 2039836, -1262.78, -1137.81, 150.412, -83.2678, -0.183933, 0.0626993
26.1582, ftl-1/snapshot_195.png, 2039849, -1229.45, -1132.72, 149.812, -74.5202, 0.425332, -0.040849
26.2929, ftl-1/snapshot_196.png, 2039862, -1195.11, -1124.49, 149.108, -72.7274, 0.371826, -0.110921
26.4329, ftl-1/snapshot_197.png, 2039876, -1159.86, -1113.9, 148.271, -72.4079, 0.195486, -0.325353
26.5635, ftl-1/snapshot_198.png, 2039889, -1127.03, -1104.24, 147.399, -72.2704, 0.52412, -0.000584329
26.6964, ftl-1/snapshot_199.png, 2039903, -1091.68, -1092.91, 147.165, -72.0935, -0.179786, -0.448853
26.8287, ftl-1/snapshot_200.png, 2039916, -1058.81, -1082.6, 146.651, -71.9375, 0.433005, -0.0251851
26.963, ftl-1/snapshot_201.png, 2039929, -1027.36, -1073.44, 146.071, -76.6809, 0.384456, 0.0108134
27.097, ftl-1/snapshot_202.png, 2039943, -997.493, -1070.01, 146.892, -96.2794, -0.443718, -0.109077
27.2296, ftl-1/snapshot_203.png, 2039956, -964.417, -1074.31, 146.341, -100.429, -0.467261, -0.0243595
27.3606, ftl-1/snapshot_204.png, 2039969, -932.166, -1080.98, 145.708, -100.811, -0.42792, -0.101552
27.499, ftl-1/snapshot_205.png, 2039983, -894.769, -1087.59, 145.252, -91.5462, -0.399611, -0.199317
27.6325, ftl-1/snapshot_206.png, 2039996, -859.202, -1089.69, 144.427, -88.3205, -0.757901, -0.172472
27.7674, ftl-1/snapshot_207.png, 2040010, -821.776, -1089.12, 143.602, -87.9243, -0.671447, -0.0631856
27.8974, ftl-1/snapshot_208.png, 2040022, -788.923, -1086.37, 142.589, -80.9437, -0.134643, -0.0898394
28.0339, ftl-1/snapshot_209.png, 2040032, -761.188, -1080.62, 142.313, -77.7815, -0.266701, -0.382927
28.1619, ftl-1/snapshot_210.png, 2040042, -735.136, -1074.99, 141.588, -77.1835, 0.11427, -0.2583
28.2996, ftl-1/snapshot_211.png, 2040052, -709.624, -1070.51, 140.097, -77.5978, 0.402611, 0.256585
28.431, ftl-1/snapshot_212.png, 2040073, -654.93, -1058.96, 139.175, -77.333, 0.259128, 0.373648
28.5691, ftl-1/snapshot_213.png, 2040083, -628.675, -1053.33, 138.641, -77.1088, 0.373794, 0.386819
28.6996, ftl-1/snapshot_214.png, 2040093, -602.841, -1048.33, 137.792, -77.2227, 0.379391, 0.536185
28.8313, ftl-1/snapshot_215.png, 2040114, -548.344, -1035.94, 136.921, -76.699, 0.288779, 0.49568
28.965, ftl-1/snapshot_216.png, 2040124, -521.925, -1029.8, 136.408, -76.5309, -0.0750048, 0.078644
29.097, ftl-1/snapshot_217.png, 2040134, -496.453, -1024.19, 135.66, -76.4207, 0.735403, 0.7918
29.2302, ftl-1/snapshot_218.png, 2040155, -441.609, -1011.8, 134.432, -76.2474, 0.371187, 0.564608
29.3672, ftl-1/snapshot_219.png, 2040165, -415.636, -1005.83, 133.947, -76.0706, 0.4601, 0.539112
29.498, ftl-1/snapshot_220.png, 2040175, -389.386, -999.414, 133.471, -75.9349, 0.156723, 0.630226
29.6299, ftl-1/snapshot_221.png, 2040186, -360.932, -992.625, 132.659, -75.7025, 0.232634, 0.481078
29.7667, ftl-1/snapshot_222.png, 2040206, -309.463, -980.213, 131.521, -75.5939, 0.461326, 0.584175
29.8992, ftl-1/snapshot_223.png, 2040216, -283.311, -973.622, 131.646, -75.2781, 0.231254, 0.1052
30.0346, ftl-1/snapshot_224.png, 2040227, -254.704, -967.047, 130.521, -75.3144, 0.482109, 0.678339
30.1644, ftl-1/snapshot_225.png, 2040247, -203.481, -953.848, 129.324, -75.035, 0.418371, 0.527494
30.2967, ftl-1/snapshot_226.png, 2040257, -177.37, -947.437, 129.01, -75.0159, 0.426082, 0.275004
30.439, ftl-1/snapshot_227.png, 2040267, -151.285, -940.243, 128.734, -74.7916, 0.400759, -0.11839
30.5671, ftl-1/snapshot_228.png, 2040288, -97.3881, -926.434, 127.494, -74.6502, 0.419676, 0.537345
30.6965, ftl-1/snapshot_229.png, 2040298, -71.5049, -919.835, 127.065, -74.3747, 0.182003, 0.218877
30.839, ftl-1/snapshot_230.png, 2040308, -45.3956, -912.521, 126.777, -74.0248, 0.335252, 0.212395
30.9667, ftl-1/snapshot_231.png, 2040330, 10.6184, -897.361, 125.327, -74.0475, 0.594955, 0.376232
31.1034, ftl-1/snapshot_232.png, 2040343, 44.5851, -887.598, 125.267, -73.5548, 0.285091, 0.0799738
31.235, ftl-1/snapshot_233.png, 2040357, 80.0276, -876.402, 124.803, -72.7219, 0.619473, 0.27758
31.3646, ftl-1/snapshot_234.png, 2040369, 110.943, -868.094, 124.881, -72.5214, 0.937997, -0.124349
31.5029, ftl-1/snapshot_235.png, 2040383, 146.723, -859.318, 120.946, -73.472, -0.238501, 1.94308
31.6344, ftl-1/snapshot_236.png, 2040397, 182.249, -847.318, 121.364, -72.0903, -0.143846, 0.815246
