Time [s], Filename, Frame, X, Y, Z, Rx, Ry, Rz
0.127251, ftl-1/snapshot_0.png, 2037236, 1613.88, -107.661, 96.4264, 88.7926, -0.738, 1.6781
0.27249, ftl-1/snapshot_1.png, 2037257, 1613.84, -107.736, 96.3912, 88.8394, -0.723642, 1.64295
0.403633, ftl-1/snapshot_2.png, 2037267, 1613.83, -107.733, 96.4011, 88.8397, -0.727085, 1.63912
0.533096, ftl-1/snapshot_3.png, 2037277, 1609.57, -107.062, 96.5256, 88.4432, -0.658813, 1.63574
0.669801, ftl-1/snapshot_4.png, 2037298, 1569.47, -103.152, 96.9743, 87.2575, -0.647352, 1.74092
0.802889, ftl-1/snapshot_5.png, 2037308, 1541.92, -101.707, 97.4284, 87.2772, -0.626617, 1.74621
0.939786, ftl-1/snapshot_6.png, 2037327, 1485.6, -97.6117, 98.0799, 87.1213, -0.899224, 1.61324
1.07165, ftl-1/snapshot_7.png, 2037340, 1444.72, -94.9117, 98.9682, 87.1326, -0.668269, 1.59482
1.20153, ftl-1/snapshot_8.png, 2037353, 1403.49, -92.3824, 99.4968, 87.4828, -0.85988, 1.6387
1.33932, ftl-1/snapshot_9.png, 2037367, 1359.06, -89.757, 99.6113, 88.0131, -0.840337, 1.53912
1.47123, ftl-1/snapshot_10.png, 2037380, 1317, -87.481, 100.487, 88.1877, -0.564281, 1.69372
1.6052, ftl-1/snapshot_11.png, 2037394, 1271.66, -85.8422, 101.529, 88.6641, -1.01581, 1.88989
1.73705, ftl-1/snapshot_12.png, 2037407, 1229.37, -84.0928, 102.275, 89.0246, -0.516008, 1.92521
1.87037, ftl-1/snapshot_13.png, 2037420, 1186.83, -82.4962, 103.008, 89.3588, -0.236713, 1.97685
2.0072, ftl-1/snapshot_14.png, 2037434, 1141.49, -81.3726, 103.615, 89.7869, -0.10024, 2.12224
2.13814, ftl-1/snapshot_15.png, 2037447, 1098.87, -80.5329, 104.527, 90.1676, -0.168263, 2.20076
2.27007, ftl-1/snapshot_16.png, 2037460, 1055.9, -79.6841, 105.72, 90.4805, -0.0532851, 2.24848
2.40641, ftl-1/snapshot_17.png, 2037474, 1009.41, -79.3296, 106.578, 91.018, -0.234076, 2.41286
2.53934, ftl-1/snapshot_18.png, 2037487, 965.992, -79.4203, 107.318, 91.2652, -0.0713185, 2.24448
2.67077, ftl-1/snapshot_19.png, 2037500, 924.838, -80.5234, 107.619, 91.2316, 0.922138, 1.35825
2.80437, ftl-1/snapshot_20.png, 2037513, 881.263, -80.4196, 107.76, 91.0377, -0.147336, 1.16307
2.94124, ftl-1/snapshot_21.png, 2037523, 851.112, -79.3304, 109.03, 85.7237, 0.39307, 1.0532
3.07588, ftl-1/snapshot_22.png, 2037533, 820.312, -76.4587, 109.348, 82.6343, 0.461167, 1.11424
3.20727, ftl-1/snapshot_23.png, 2037544, 785.86, -71.6304, 109.608, 82.1741, 0.457772, 1.17741
3.33901, ftl-1/snapshot_24.png, 2037564, 733.68, -63.8047, 110.669, 82.3621, 0.47798, 1.13913
3.47354, ftl-1/snapshot_25.png, 2037574, 708.993, -60.1066, 111.134, 82.4889, 0.417883, 1.14736
3.6071, ftl-1/snapshot_26.png, 2037585, 679.693, -55.6754, 111.676, 82.3627, 0.652749, 1.12817
3.73964, ftl-1/snapshot_27.png, 2037605, 623.391, -47.2545, 112.253, 82.4298, 0.125285, 1.31107
3.87502, ftl-1/snapshot_28.png, 2037615, 594.941, -43.2632, 112.801, 82.6033, 0.405307, 1.22524
4.00492, ftl-1/snapshot_29.png, 2037626, 563.187, -38.3528, 113.21, 82.5914, 0.375441, 1.30521
4.14078, ftl-1/snapshot_30.png, 2037646, 505.162, -30.1356, 114.419, 82.7634, -0.085111, 1.2653
