X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename, Timestamp [ms], Frame, IMU yaw [degrees], IMU pitch [degrees], IMU roll [degrees]
1581.01, -37.5948, 99.089, 108.549, 4.12418, 2.25654, image00001.jpg, 131.424576, 228595, 146.562500, -0.687500, -1.250000
1581.46, -38.6672, 97.8452, 108.31, 1.86757, 2.25702, image00002.jpg, 231.742752, 228606, 146.562500, -0.750000, -1.187500
1581.46, -38.6602, 97.8362, 108.324, 1.89248, 2.26396, image00003.jpg, 360.997152, 228616, 146.562500, -0.750000, -1.125000
1581.42, -38.6443, 97.8493, 108.314, 1.91792, 2.2715, image00004.jpg, 488.167552, 228636, 146.562500, -0.812500, -1.062500
1571.11, -40.7711, 100.541, 108.875, 1.47645, 1.00731, image00005.jpg, 616.599520, 228647, 146.687500, -0.750000, -1.125000
1549.98, -46.2539, 102.572, 108.363, 1.68017, 1.26816, image00006.jpg, 745.350048, 228657, 146.750000, -0.875000, -1.125000
1526.53, -55.2194, 98.7086, 109.155, -2.3043, 0.610628, image00007.jpg, 875.422528, 228667, 146.562500, -0.875000, -1.312500
1464.63, -73.6372, 103.767, 108.735, 0.794924, 0.886668, image00008.jpg, 1002.990144, 228688, 146.500000, -1.062500, -1.312500
1434.79, -83.2207, 103.75, 108.952, 0.0133182, 1.1043, image00009.jpg, 1133.040192, 228698, 146.437500, -1.000000, -1.187500
1405.86, -95.0122, 101.038, 108.731, -0.443615, 2.95147, image00010.jpg, 1260.401152, 228708, 146.250000, -0.937500, -1.250000
1374.63, -103.891, 104.939, 109.152, 1.01624, 1.26857, image00011.jpg, 1387.426752, 228718, 146.062500, -0.937500, -1.187500
1310.48, -125.777, 106.049, 109.412, 1.44597, 1.23032, image00012.jpg, 1518.575936, 228739, 145.812500, -1.125000, -1.250000
1261.49, -142.582, 106.68, 109.787, 1.61778, 1.64592, image00013.jpg, 1654.573344, 228755, 145.500000, -1.000000, -1.250000
1221.79, -156.862, 107.58, 110.083, 1.00414, 1.54173, image00014.jpg, 1786.993088, 228768, 145.187500, -0.750000, -1.125000
1179.12, -172.301, 108.194, 110.301, 0.914998, 1.53266, image00015.jpg, 1923.439104, 228782, 145.000000, -0.812500, -1.062500
1139.3, -186.832, 108.971, 110.56, 1.26872, 1.69159, image00016.jpg, 2054.934624, 228795, 144.687500, -0.875000, -1.062500
1099.8, -201.504, 110.082, 111.453, 0.790983, 1.5483, image00017.jpg, 2188.182048, 228808, 144.187500, -0.750000, -1.062500
1063.4, -217.815, 110.711, 118.116, 0.843298, 1.60468, image00018.jpg, 2322.622912, 228820, 136.875000, -1.000000, -1.125000
1019.47, -242.485, 111.554, 121.631, 0.634809, 1.69061, image00019.jpg, 2454.481984, 228835, 133.875000, -0.937500, -1.125000
983.246, -264.787, 112.455, 121.893, 0.728027, 1.9627, image00020.jpg, 2586.816448, 228848, 133.375000, -0.937500, -1.062500
944.026, -288.226, 113.216, 122.12, 0.65982, 1.77998, image00021.jpg, 2722.177024, 228862, 133.187500, -1.062500, -1.187500
907.856, -310.504, 114.151, 122.208, 0.771234, 1.62406, image00022.jpg, 2855.092512, 228875, 133.125000, -1.187500, -1.187500
871.792, -332.652, 114.909, 122.28, 0.699555, 1.69635, image00023.jpg, 2986.993056, 228888, 133.000000, -1.062500, -1.250000
832.897, -356.446, 115.703, 122.272, 0.610799, 1.75198, image00024.jpg, 3123.544736, 228902, 133.000000, -1.000000, -1.250000
796.282, -378.937, 116.372, 122.762, 0.510233, 1.64339, image00025.jpg, 3254.759328, 228915, 132.625000, -1.062500, -1.312500
759.473, -401.989, 117.262, 123.096, 0.504049, 1.54336, image00026.jpg, 3390.636832, 228928, 132.375000, -1.187500, -1.437500
